companyName,SN,,2016Q3,2016Q2,2016Q1,2015Q4,2015Q3,2015Q2,2015Q1,2014Q4,2014Q3,2014Q2,2014Q1,2013Q4,2013Q3,2013Q2,2013Q1,2012Q4,2012Q3,2012Q2
 同開,3018,,0.04,-1.3,0.13,-8.93,-0.6,-0.2,-0.8,6.05,4.48,2.22,0.79,-1.92,-7.14,-5.29,-2.7,2.5,0.33,0.08
 亞光,3019,,5.35,1.56,0.21,1.65,2.11,0.47,-0.28,-1.33,-0.3,-0.49,-0.68,-5.72,1.63,0.96,0.93,-2.33,-2.04,-2.86
 鴻名,3021,,6.97,4.16,1.25,7.15,4.83,2.37,0.41,6.83,5.41,3.95,1.9,4.35,4.17,2.83,0.62,6.42,4.69,4.66
 威強電,3022,,12.68,8.44,4.42,15.86,13,9.3,4.54,20.78,15.57,10.43,5.15,16.93,13.04,8.13,4.46,16.71,14.3,9.3
 信邦,3023,,16.33,11.18,5.33,17.8,14.84,9.64,4.58,15.92,13.42,8.93,4.11,13.88,11.58,6.96,3.11,12.53,10.98,7.56
 憶聲,3024,,-3.19,-5.36,-2.26,-14.49,-8.58,-3.84,-2.03,-9.71,-4.33,-3.98,-2.8,-16.32,-10.83,-6.2,-2.38,-5.24,-0.45,0.32
 星通,3025,,2.32,1.09,0.5,-2.21,-2.61,-1.77,-1.19,1.53,-0.52,-0.57,0.77,4.85,3.41,1.73,1.06,5.88,3.39,-0.01
 禾伸堂,3026,,3.18,2.07,1.14,5.15,5.12,3.38,1.72,8.55,8.01,5.76,1.82,6.66,5.66,3.27,1.59,6.6,5.3,3.28
 盛達,3027,,3.13,2.29,0.59,2.49,1.9,1.12,0.1,2.29,2.82,1.02,0.57,2.4,2.99,0.09,0.41,2.47,4.24,3.96
 增你強,3028,,4.52,3.29,2.19,6.72,4.85,3.15,2.02,7.74,5.72,3.85,2.13,5.26,6.86,5.09,2.64,7.39,6.12,4.28
 零壹,3029,,8.18,4.05,1.35,10.96,8.83,5.32,3.57,8.1,4.85,2.99,1.32,6.14,3.21,1.98,0.37,5.86,5.11,3.42
 德律,3030,,6.62,5.44,1.83,17.52,16.95,9.83,4.82,23.04,20.01,6.06,1.73,15.46,13.1,5.61,1.92,29.64,25.58,12.77
 佰鴻,3031,,3.87,2.48,0.17,-2.44,0.41,-1.12,0.21,0.53,0.43,-0.36,-0.12,-0.64,-1.34,-1.76,-0.82,-13.27,-9.74,-5.7
 偉訓,3032,,10.8,6.5,4.65,14.32,9.52,4.97,3.22,12.06,9.57,7.32,3.39,2.48,2.78,1.21,0.62,0.11,0.49,-0.46
 威健,3033,,6.03,4.59,2.46,10.21,7.73,5.18,2.61,12.03,9.99,7.02,3.27,13.94,10.93,7,3.2,11.14,10.22,7.32
 聯詠,3034,,13.57,9.33,4.19,22.55,17.67,11.88,5.84,27.28,20.17,12.46,5.01,19.85,15.25,10.21,4.47,19.19,13.85,8.33
 智原,3035,,5.03,4.04,1.44,7.6,8.82,5.4,2.7,9.71,7.37,5.48,2.36,11.8,9,6.11,2.92,16.03,13.15,8.42
 文曄,3036,,8.89,5.1,2.39,12.88,9.7,6.37,3.13,14.06,10.68,6.56,2.73,11.36,8.9,5.73,2.7,11.05,8.64,5.13
 欣興,3037,,-1.45,-0.93,-0.48,0.06,-1.74,-2.02,-1.31,0.73,1.61,0.67,0.11,1.92,2.41,1.66,1.1,6.58,5.31,3.15
 全台,3038,,6.22,4.55,2.85,12.55,9.41,4.64,2.69,8.32,5.76,3.74,2.24,2.64,1.33,1.31,0.25,-5.57,-3.17,-3.47
 遠見,3040,,9.01,5.17,3.59,8.19,7.23,4.06,0.84,35.63,31.61,2.57,0.34,2,1.92,1.48,0.8,3.48,1.87,0.93
 揚智,3041,,-3.74,-2.17,-0.47,-1.52,-1.85,-2.4,0.01,4.46,3.88,2,1.35,15.09,14.08,14.79,-0.85,13.8,12.1,8.84
 晶技,3042,,6.86,4.27,2.14,9.56,7.27,4.22,2.46,11.56,8.74,5.66,2.62,11.57,8.74,5.49,2.61,15.28,11.46,6.55
 科風,3043,,-224.24,-195.17,-102.55,-46.84,-19.19,-17.02,-61.43,-63.08,-21.82,-7.56,12.24,-80.07,-51.84,-30.83,-17.63,-74.73,-49.52,-40.53
 健鼎,3044,,8.05,4.69,2.24,9.74,6.94,3.8,1.88,9.73,7.18,4.33,2.2,9.4,7.12,4.68,2.46,12.11,9.69,6.9
 台灣大,3045,,19.29,13.3,5.84,24.54,19.17,12.86,5.76,25.01,21.49,15.23,6.86,27.66,21.65,14.86,6.58,29.58,23.31,15.84
 建,3046,,-28.55,-19.42,-7.39,-17.69,-14.34,-13.19,-5.99,-26.91,-18.62,-11.6,-3.93,-13.34,-9.73,-5.15,-1.34,-2.22,-0.24,1.77
 訊舟,3047,,2.09,2.84,0.27,4.99,4.48,0.61,-0.59,5.92,4.94,3.48,2.32,6.05,5.5,4.69,2.76,11.96,9.26,7.02
 益登,3048,,6.87,2.43,0.8,13.96,11.43,7.2,3.56,17.68,12.79,7.14,2.27,9.33,6.19,3.46,1.78,7.6,5.56,3.17
 和鑫,3049,,-11.68,-14.89,-5.64,4.57,4.65,1.4,2.42,10.51,7.32,6.69,3.79,37.95,41.17,22.95,11.26,-40.32,-34.39,-24.06
 鈺德,3050,,4.16,2.49,0.95,6.41,4.14,3.02,0.73,-2.85,-0.24,0.05,0.56,-2.47,-1.02,-0.53,0.5,0.17,-0.99,-1.96
 力特,3051,,-20.99,-11.04,-6.93,16.47,16.6,9.79,8.49,37.06,17.11,0.5,-0.3,59.24,54.5,49.32,27.87,23.81,28.72,15.42
 夆典,3052,,0.57,0.34,0.15,4.54,2.98,1.93,0.28,5.87,2.9,4.12,4.93,51.02,10.44,0.55,0.19,7.43,6.65,5.43
 立萬利,3054,,5.13,2.5,2.04,-8.88,-4.64,-2.9,-1.36,1.17,2.26,2.67,2.07,27.12,25.65,15.89,9.07,-7.49,-5.44,0.5
 蔚華科,3055,,3.31,2.8,1.55,21.74,3.02,2.53,1.08,12.11,11.49,7.41,1.95,-20.44,-1.52,1.68,0.5,2.15,2.23,0.74
 總太,3056,,22.06,22.48,-0.37,18.72,16.55,1.41,1.68,12.63,0.15,0.6,0.56,64.01,63.64,39.49,24,22.1,13.63,8.21
 喬鼎,3057,,-7.92,-5.36,-2.43,3.27,3.17,2.4,2.08,17.5,12.34,8.09,3.66,17.16,13.42,9.38,3.92,6.33,3.47,1.97
 立德,3058,,2.92,1.54,0.72,0.53,1.55,1.19,0.24,0.64,1.56,0.24,1,4.5,5.84,3.05,1.21,14.45,12.01,6.55
 華晶科,3059,,-0.12,-0.43,-0.57,2.84,2.48,0.46,0.03,2.82,2.56,2.13,0.82,-3.3,0.32,-0.29,-0.45,2.67,2.44,1.63
 銘異,3060,,2.85,1.6,0.37,15.29,12.64,6.36,4.41,15.42,10.63,5.82,2.89,10.93,7.06,4.24,2.25,22.02,23.23,22.97
 建漢,3062,,4.08,3.29,1.84,8.18,5.92,3.76,2.33,6.45,4.52,2.59,0.39,3.13,3.16,2.51,1.17,1.34,1.1,0.68
 泰偉,3064,,-12.37,2.5,12.43,-36.16,-26.46,-20.59,-14.53,-19.83,-15.66,-8.71,-3.22,-3.06,-1.28,0.01,-5.92,3.23,-1.91,0.03
 李洲,3066,,-12.23,-8.43,-2.22,-25.4,-14.79,-9.74,-4.93,-14.58,-11.51,-7.44,-5.35,-33,-15.21,-6.34,-4.89,-13.51,-14.04,-10.06
 全域,3067,,-11.87,-10.79,-7.63,-13.88,-11.76,-7.72,-5.92,1.7,-2.64,0.02,0.46,-13.97,-3.36,-5.63,-1.08,-7.52,1.59,1.28
 美磊,3068,,17.5,9.46,3.85,11.21,8.01,3.8,1.87,8.64,6.33,2.17,1,8.83,10.31,3.53,0.7,6.26,7.72,3.41
 協禧,3071,,4.52,2.07,0.22,0.46,-0.5,-0.65,-0.91,0.07,0.3,-0.31,-1.03,-9.87,-5.57,-3.13,-1.86,0.24,1.8,0.72
 普格,3073,,3.24,2.59,-1.07,-9.3,-4.3,-2.89,0.22,-23.47,-15.69,-2.65,-1.11,1.89,4.36,6.02,-3.62,-140.45,-99.38,-13.28
 僑威,3078,,12.84,7.58,3.21,15.22,9.51,4.69,2.4,13.43,9.52,6.11,2.8,7.61,5.87,3.37,1.87,3.24,2.24,1.56
 聯亞,3081,,21.44,16.81,8.31,38.97,28.46,27.11,11.58,49.64,37.44,26.22,,30.74,,,,33.53,,
 網龍,3083,,-7.03,-5.24,-3.71,-23.92,-16.64,-11.2,-5.51,-12.6,-7.37,-3.82,-1.24,-1.97,0.34,2.38,0.72,2.47,2.81,1.88
 久大,3085,,-3.39,-1.17,-0.47,1.18,-1.73,-1.93,-1.36,-53.13,-52.65,-51.87,-49.22,-1.47,-2.72,-6.42,-1.28,-25.89,-18.01,-9.26
 華義,3086,,-58.4,-34.25,-1.42,-33.99,-22.83,-14.95,-7.32,-33.13,-26.51,-15.89,-5.43,-16.45,-11.35,-5.67,-1.29,-0.25,-0.33,2.07
 艾訊,3088,,16.87,11.47,6.17,26.39,20.22,11.27,5.63,25.71,21.37,14.71,7.43,21.25,17.43,11.6,5.45,14.72,10.86,6.68
 遠昇,3089,,-92.62,-33.19,-4.71,-29.33,-19.44,-11.78,-2.18,-16.68,-7.94,-4.47,-1.88,-10.38,-3.52,-2.14,-0.56,7.99,5.24,5.8
 日電貿,3090,,9.64,6.27,2.59,13.05,9.8,5.5,3.58,13.59,7.84,5.99,3.24,14.34,11.65,6.08,2.77,9.89,8.89,5.39
 鴻碩,3092,,14.21,8.21,2.45,6.54,3.72,0.05,0.19,5.87,4.73,3.13,0.27,-2.52,-2.24,-1.19,-0.43,-1.73,-0.62,0.95
 港建,3093,,7.94,5.7,2.74,11.45,5.75,2.74,1.57,7.93,5.18,1.63,1.79,10.99,7.55,4,2.17,10.95,8.83,6.06
 聯傑,3094,,3.99,2.92,1.44,6.71,5.13,2.89,0.68,6.57,4.94,3.34,1.61,5.73,4.18,2.57,1.09,4.77,3.94,2.86
 及成,3095,,-1.22,-96.92,-19.59,-21.25,-26.77,2.62,13.85,-36.99,-21.8,-14.4,-8.13,-55.26,-30.7,-21.37,-9.28,-38.34,-13.69,-9.28
 穩懋,3105,,14.39,8.77,4.74,16.12,12.15,7.02,3.79,12.74,9.32,4.43,1.42,12.39,11.44,9.17,5.32,13.47,13.59,8.58
 好德,3114,,-0.84,-1.89,-1.63,7.06,7.01,1.61,1.34,7.12,5.39,2.84,2.41,4.35,3.28,2.93,2.14,3.69,2.95,1.43
 寶島極,3115,,-1.02,-0.31,-0.88,-1.79,-0.28,0.61,-1.21,5.13,4.75,2.66,1.19,9.65,8.18,3.44,0.32,3.82,0.15,-0.97
 進階,3118,,7.61,5.47,2.87,15.16,11.16,7.34,3.01,15.39,10,7.04,3.14,13.35,8.98,6.14,2.95,10.84,7.67,5.55
 笙泉,3122,,2.98,3.76,1.93,8.22,4.98,3.52,1.16,13.14,9.4,6.72,1.52,9.68,6.79,4.8,,3.82,,-0.07
 昇銳,3128,,0.8,1.01,0.37,0.93,-0.19,-0.33,-1.35,-2.6,-2.06,-0.85,0.22,0.57,1.83,1.51,0.19,-6.14,-5.19,-4.24
 一零四,3130,,21.25,15.72,8.21,21.17,17.01,11.97,4.37,22.12,19.53,11.73,4.3,21.19,16.29,10.17,3.87,14.64,10.42,5.83
 弘塑,3131,,13.07,10.04,5.31,25.5,17.42,9.67,4.86,20.21,12.06,7.22,4.98,46.55,40.21,28.01,12.31,43.11,30.67,12.67
 晶宏,3141,,14.08,11.35,5.04,8.33,5.78,3.36,1.85,9.98,6.52,3.23,0.87,6.04,4.95,2.48,1.66,6.64,,1.28
 新揚科,3144,,4.26,1.57,0.19,9.02,8.84,5.33,2.23,16.97,13.93,7.58,2.58,18.41,12.6,8.99,3.9,11.05,7.14,3.83
 正達,3149,,-11.41,0.28,0.6,-116.92,-78.49,-63.83,-5.7,-26.85,-13.64,-10.18,-4.84,-13.3,-7.37,-3.43,0.79,7.44,6.48,4.76
 璟德,3152,,18.87,12.38,5.38,25.93,19.52,11.45,4.85,17.07,12.5,8.17,3.79,17.9,13.76,8.98,3.7,12.85,9.99,6.91
 精確,3162,,-25.72,-6.71,-3.72,-1.55,-1.03,-2.19,-1.82,-3.7,-3.77,-4.02,-3.85,-11.22,-8.89,-2.81,-3.92,0.64,0.85,-1.35
 波若威,3163,,15.06,7.39,2.7,-4.78,-0.88,0.34,0.08,9.8,9.19,8.74,4.38,30.27,20.92,13.04,4.37,22.07,15.72,9.26
 景岳,3164,,-1.24,-0.56,-0.53,-6.33,-2.58,-3.3,-1.67,-31.72,-10.1,-3.84,-0.91,3.64,6.84,5.16,2.43,2.06,3.16,-1.23
 大量,3167,,8.11,5.64,2.95,13.36,15.3,9.58,3.75,16.98,13.04,10.08,3.92,13.43,13.72,8.53,4,13.41,,14.3
 亞信,3169,,5.9,3.4,1.39,8.08,4.95,2.11,1.48,8.43,5.46,3.21,1.14,13.04,9.53,6.44,2.44,14.32,12.3,8.62
 新洲,3171,,10.19,7.29,3.15,14.52,13.16,9.28,4.19,9.75,9.68,6.94,3.36,12.33,10.97,8.87,7.73,0.4,-3.35,-1.79
 基亞,3176,,-18.8,-12.7,-4.5,-18.5,-13.57,-9.07,-4.99,-22.83,-17.21,-7.93,-3.47,-15.85,-10.71,-6.81,-2.06,16.48,-12.64,-9.67
 鑫龍騰,3188,,-4.26,-3.26,-2.09,-9.33,-2.33,-6.15,-3.49,-10.02,-7.73,-4.16,-0.43,-14.96,-3.88,0.6,-1.44,-16.19,-11.58,-10.14
 景碩,3189,,5.33,3.34,1.45,8.97,6.23,3.82,1.91,12.12,10.35,7.27,2.76,11.79,9.03,5.94,2.76,9.54,6.95,4.72
 和進,3191,,-47.32,-15.1,-6.29,-22.38,-15.03,-13.92,-9.28,-10.87,-5.45,-4.09,-0.63,12.48,-5.38,-1.61,-0.57,-20.8,-10,-5.65
 樺晟,3202,,1.61,-0.53,-1.16,-2.81,-2.9,-3.14,-0.99,3.59,4.59,3.64,1.47,-17.59,-10.47,-7.51,-3.33,-14.05,-7.71,-2.9
 佰研,3205,,26.02,30.15,17.86,60.92,42.47,16.81,7.34,3.77,-1.69,-2.61,-3.9,0.24,-5.89,-8.83,-4.81,4.19,0.69,1.86
 志豐,3206,,5.03,6.02,3.24,12.17,10.84,7.06,1.98,9.78,8.08,4.06,1.03,3.26,1.95,1.66,0.96,7.76,7,4.86
 耀勝,3207,,3.43,1.73,0.26,-20.04,-13.4,-11.55,-7.04,-10,-6.86,-7.05,-5.14,-15.23,-12.47,-7.59,-4.03,-4.34,-1.2,-2.69
 全科,3209,,9.95,6.98,3.35,19.85,12.76,7.05,4.6,16.97,12.96,8.48,4.04,11.04,8.3,5.63,2.65,3.75,5.36,2.83
 順達,3211,,5.12,3.43,1.71,9.12,6.39,3.44,1.92,12.28,9.59,6.73,3.49,11.6,8.65,5.99,3.53,23.46,19.89,13.74
 茂訊,3213,,9.43,4.76,1.88,18.44,13.31,9.1,6.29,18.82,12.41,7.39,4.63,16.98,11.54,8.43,3.31,13.68,9.65,6.18
 優群,3217,,8.74,3.18,1.13,6.47,5.54,2.02,1.17,9.13,6.94,3.74,1.17,7.34,6.04,4.16,1.66,6.9,5.64,3.23
 大學光,3218,,3.93,2.9,0.55,7.08,5.55,3.42,1.6,9.07,6.86,4.37,2.43,8.2,4.18,1.59,0.68,-8.18,-4.27,-2.77
 倚強,3219,,-8.63,2.82,1.98,-2.44,-1.12,-2.89,-2.74,2.07,3.83,1.04,-0.45,0.89,-3.5,-2.98,-1.93,-17.99,-7.08,-7.07
 台嘉碩,3221,,5.26,4.67,2.21,6.69,4.28,1.17,1.1,8.57,6.08,4.58,2.56,6.53,4.11,2.83,0.81,-0.49,-2.74,-3.55
 三顧,3224,,-11.15,-7.02,-3.03,0.42,0.99,-1.89,-0.78,6.06,4.69,3.63,2.89,2.14,4.15,1.12,-0.15,-14.65,-11.88,-7.46
 至寶電,3226,,11.28,9.03,4.78,25.61,18.65,9.63,4.42,21.13,15.54,10.1,4.78,4.36,2.62,1.72,0.58,-10.69,-7.16,-4.85
 原相,3227,,1.42,0.89,0.37,5.08,3.87,2.26,1.16,6.1,4.83,3.48,1.61,4.78,3.5,1.4,0.24,4.38,2.97,0.76
 金麗科,3228,,-4.34,-4.71,-2.17,-13.93,-9.51,-4.56,-2.24,-19.05,-9.46,-7.33,-4.63,-10.26,-8.15,-4.99,-1.88,-10.45,-7.65,-3.34
 晟鈦,3229,,-19.27,-6.75,-0.34,-4.77,-2.79,-0.66,-0.37,5.07,3.43,2.26,1.77,7.07,3.79,4.63,2.95,9.01,-5.1,-1.01
 錦明,3230,,-7.62,-5.48,-2.41,-5.37,-5.37,-2.36,-0.47,-8.41,-2.44,-2.06,-0.4,0.89,0.38,-5.88,-1.51,-14.68,-5.1,-3.65
 緯創,3231,,2.27,1.52,0.58,1.83,2.09,1.16,1.05,5.27,4.53,2.4,0.51,8.98,7.63,5.35,2.55,10.78,7.97,5.47
 昱捷,3232,,-11.13,-6.95,-2.13,1.07,4.7,5.34,2.07,22.64,18.67,8.54,3.18,8.67,5.51,5.85,0.62,0.18,3.93,2.45
 光環,3234,,14.08,16.2,9.79,39.93,26.16,10.55,5.81,18.84,11.76,7.75,3.05,6.81,4.93,5.71,2.37,14.67,11.58,7.72
 千如,3236,,12.18,8.17,2.89,8.46,5.75,0.34,-0.62,7.95,7.38,4.36,3.09,0.58,0.1,-0.25,0.09,1.32,3.04,2.02
 海灣,3252,,-0.12,-2.13,-0.37,24.64,-3.27,-1.33,-0.34,1.2,-2.83,-2.09,0.25,1.14,1.23,1.49,-0.37,8.8,8.06,10.42
 虹冠電,3257,,6.74,4.89,1.61,9.31,7.43,3.99,2.13,21.34,16.92,10.91,5.17,19.93,13.79,10.79,4.86,15.49,11.74,8.16
 鑫創,3259,,-10.95,-7.76,-2.94,-24.23,-18.74,-13.38,-3.19,-14.79,-14.04,-8.02,-2.7,-12.78,-17.02,-12.41,-7.9,-18.29,-14.43,-5.72
 威剛,3260,,7.12,2.63,1.49,-0.61,-2.11,-2.98,0.32,9.03,10.17,8.71,3.84,24.24,23.47,22.52,9.07,9.49,7.32,6.79
 欣銓,3264,,6.31,3.54,1.11,10.51,8.84,5.66,3.26,13.59,9.75,5.63,1.99,10.14,7.28,4.02,1.57,10.23,7.9,4.87
 台星科,3265,,2.61,0.55,-2.88,-7.3,-2.52,2.24,2.28,16.47,12.34,5.6,1.87,16.66,12.39,7.28,3.47,15.93,12.42,9.15
 昇陽,3266,,-2.64,-1.43,-0.32,-10.88,-11.88,-1.7,-0.7,24.87,29.58,30.29,32.28,71.07,76.51,54.21,43.32,3.82,2.22,1.22
 海德威,3268,,-6.6,-2.95,-2.98,-4.86,-3.16,-5.52,-2.16,80.47,80.05,80.05,79.9,-8.51,-4.54,-1.49,-1.29,-27.04,-11.44,-8.24
 東碩,3272,,6.63,4.31,1.62,16.79,12.55,5.9,3.31,47.82,38.18,34.42,15.3,38.04,33.18,16.86,8.06,16.61,,4.94
 宇環,3276,,-1.54,-3.8,-2.55,2.57,2.33,0.91,0.65,13.4,10.89,9.43,4.42,0.09,-2.17,-1.59,-2.82,-0.58,0.74,2.03
 太普高,3284,,4.08,2.4,0.98,9.12,8.52,-0.55,-0.14,0.14,0.25,0.37,0.02,7.29,5.83,3.95,2.03,10.14,7.8,4.52
 微端,3285,,4.51,3.05,0.82,10.12,8.65,1.57,0.3,6.68,4.84,1.04,0.18,3.18,2.45,2.16,0.97,9.24,6.74,2.83
 廣寰科,3287,,-8.36,-7.49,-3.92,-5.81,-2.83,-4.09,-3.54,-0.22,-1,-1.81,-0.56,5.14,6.03,2.77,0.15,-5.7,-2.9,-1.02
 點晶,3288,,-57.36,-39.52,-10.8,-37.02,-21.4,-15.03,-5.58,-6.87,-8.69,-7.74,-4.21,-21.8,-15.79,-9.7,-4.91,-26.28,-21.33,-14.96
 宜特,3289,,6.96,5.84,2.68,15.07,13,9.35,2.83,15.49,15.12,9.62,3.73,5.46,2.08,2.15,-0.72,3.76,4.1,1.42
 東浦,3290,,-2.86,-3.06,-1.8,5.67,6.51,5.45,2.3,3.51,-4.04,-6.94,-0.86,19.51,14.51,12.81,13.17,-13.21,-8.48,-8.64
 鈊象,3293,,22.64,17.23,8.11,11.12,7.03,3.6,0.69,8.56,6.6,3.4,0.71,4.19,3.29,2.87,1.92,9.8,10.26,8.69
 英濟,3294,,0.87,-1.83,-2.76,1.87,1.33,-1.87,-0.19,-8.19,-6.82,-5.56,-2.61,-3.07,0.16,0.82,0.41,-6.45,-4.84,-3.5
 勝德,3296,,2.34,0.61,-1.52,0.5,-1.01,-3.26,-1.71,2.25,0.13,-1.69,-1.75,-3.51,-3.16,-2.71,-1.66,6.16,6.15,4.24
 杭特,3297,,0.31,1.68,1.35,3.6,2.51,0.63,1.3,9.38,5.53,3.49,3.48,15.23,11.25,7.58,3.67,8.91,5.19,2.35
 帛漢,3299,,14.04,9.34,4.22,20.76,16.77,11.33,5.74,16.03,12.05,7.12,1.89,4.34,4.27,4.41,1.59,-0.44,2.23,1.42
 岱稜,3303,,6.27,4.57,1.98,7.46,5.25,1.22,-0.32,0.47,-0.36,3.54,1.45,7.34,5.92,3.98,2.48,7.87,6.48,1.46
 昇貿,3305,,5.46,3.51,1.51,2.74,2.07,1.21,0.74,7.52,6.19,4.24,2.4,9.37,7.27,5.75,3.36,9.52,7.49,5.16
 鼎天,3306,,2.86,2.64,0.46,3.75,3.37,2.28,0.34,5.28,4.56,2.99,1.1,6.76,3.95,2.17,0.39,4.11,3.77,2.65
 聯德,3308,,-1.17,2.27,2.94,0.01,1.87,-0.42,-1.39,-2.91,-7.2,-10.18,-5.09,-9.9,-6.42,-2.47,-0.33,-2.64,-3.16,-0.52
 佳穎,3310,,1.8,2.2,1.65,7.6,3.47,1.64,0.81,1.29,0.45,-0.22,0.21,1.28,0.64,1.16,0.61,4.36,2.74,2.33
 閎暉,3311,,-2.22,-1.76,-1.8,2.2,2.79,1.63,0.53,-25.35,-25.35,-2.09,-0.79,4.2,4.19,3.51,1.6,13.2,10.17,7.03
 弘憶股,3312,,3.96,2.12,0.14,-29.49,-10.95,-6.38,-1.99,5.13,2.6,-1.89,0.44,9.21,5.95,3.66,2.24,2.82,1.49,0.46
 斐成,3313,,-10.71,-8.3,-3.36,-16.82,-5.52,-5.06,-0.18,-15.55,-15.85,-14.82,-0.32,-2.62,-2.56,-1.64,-0.69,-0.49,2.01,3.09
 宣昶,3315,,1.61,1.24,1.12,4.06,1.5,-1.83,0.53,8.77,4.41,2.86,2.12,3.87,0.71,0.68,0.26,3.21,2.73,1.36
 尼克森,3317,,2.61,2.17,0.45,-1.82,-2.29,-2.04,-0.28,0.97,0.85,0.7,0.31,1.86,1.59,1.05,0.43,-2.41,-3.05,-4.55
 同泰,3321,,-14.5,-8.38,-2.91,11.79,12.77,10.52,5.97,31.18,25.49,16.7,,42.29,,,,18.54,,
 建舜電,3322,,-7.99,-6.16,-2.63,-10.01,-6.51,-5.99,-2.42,2.94,1.35,0.44,1.82,-0.79,-1.26,2.95,2.38,-9.37,-7.95,-9.19
 加百裕,3323,,1.35,0.04,0.09,4.33,3.61,0.6,1.33,6.11,3.08,3.35,1.65,0.23,0.75,1.1,0.06,2.34,2.23,2.57
 雙鴻,3324,,24.58,15.72,7.44,13.57,9.06,-2.24,-2.31,1.11,-1.59,0.29,0.06,2.85,0.41,0.1,0.09,12.61,11.8,5.9
 旭品,3325,,0.88,-0.11,0.11,1.19,-0.61,-0.92,-0.84,0.08,0.67,1.32,0.23,-7,-3.47,-2.92,-3.11,-11.69,-6.66,-6.66
 幸康,3332,,6.8,4.14,2.17,8.7,7.53,4.79,1.79,11.01,8.56,6.12,2.27,13.47,10.95,6.95,3.12,8.31,6.43,4.41
 泰碩,3338,,10.48,4.74,1.55,12.11,6.99,2.53,1.52,15.69,11.69,7.78,2.99,16.51,11.6,8.82,5.57,18.61,,8.47
 泰谷,3339,,-45.19,-21.63,-11.66,-65.38,-31.26,-17.22,-7.04,-25.43,-11.6,-7.32,-4.25,-28.16,-14.88,-9.23,-6.4,-19.25,-12.15,-7.5
 律勝,3354,,-2.33,-1.87,-1.06,1.51,1.13,-0.98,-0.31,2.67,1.48,0.33,0.36,0.1,0.57,0.78,0.63,0.9,-0.09,-0.06
 奇偶,3356,,5.26,4.98,2.21,17.67,14.86,8.58,3.86,24.87,19.08,13.7,7.35,31.41,25.11,17.42,7.73,29.49,21.78,14.22
 尚立,3360,,5.14,2.36,1.44,5.61,5.34,2.4,1.07,13.16,9.34,8.69,1.9,-19.49,-17.6,-5.12,-1.11,1.43,0.41,-1.23
 先進光,3362,,3.14,0.24,-0.27,-8.66,-4.85,-5.09,-2.65,9.82,8.3,1.54,0.59,9.75,9.74,7.38,1.23,10.3,7.23,2.67
 上詮,3363,,11.05,9.14,8.98,-3.38,0.95,-0.44,-0.42,-1.01,0.4,1.39,0.86,7.41,5.89,2.73,1.44,11.42,8.5,3.72
 典範,3372,,-6.81,-3.72,-1.98,-3.11,-1.58,-1.58,0.42,2.02,-0.51,-0.18,-0.36,-14.78,-15.55,-4.16,-1.53,-6.83,-4.01,-2.52
 熱映,3373,,6.69,5.95,2.91,9.69,6.98,3.11,1.22,6.2,5,2.91,1.17,3.42,2.88,1.82,0.86,1.15,0.92,1.77
 精材,3374,,-6.48,-3.82,-1.06,2.79,4.22,4.56,2.41,14.34,8.01,4.88,0.8,7.27,3.36,-0.58,,-2.33,,-3.84
 新日興,3376,,5.31,3.21,1.59,14.31,10.49,6.31,3.42,10.93,7.34,4.67,2.38,8.99,6.53,3.46,2.17,11.42,8.54,5.13
 彬台,3379,,-9.83,-4.82,-4.09,-1.63,-4.58,-1.8,-1.96,7.99,1.98,1.64,-0.79,6.45,0.4,0.05,-0.28,20.63,16.13,13.09
 明泰,3380,,5.77,4.61,0.92,-3.76,-2.46,0.72,0.69,5.5,2.92,1.53,0.5,8.09,5.23,2.68,0.51,7.34,5.48,4.04
 新世紀,3383,,-32.34,-21.1,-9.36,-36.28,-16.44,-8.86,-3.49,1.27,2.26,1.42,0.42,-9.05,-8.43,-6.24,-2.79,-11.96,-6.83,-6.22
 崇越電,3388,,7.65,4.43,1.77,9.83,7.67,5.05,2.27,11.09,8.65,5.78,2.63,11.99,9.16,6.16,2.7,12.28,9.16,6.15
 旭軟,3390,,-2.45,-1.28,-0.76,4.49,3.84,1.88,1.51,12,8.82,7.43,2.56,18.05,15.09,12.05,6.57,25.33,20.05,12.45
 漢科,3402,,11.58,8.54,3.9,6.1,5.97,4.57,1.8,4.04,2.05,0.74,0.74,0.12,0.05,0.04,0.83,5.87,4.47,3.97
 玉晶光,3406,,-7.46,-9.2,-4.8,-15.48,-13.21,-12.5,-6.13,-8.55,-8.12,-8.06,-4.23,-4.71,-4.33,-3.35,-0.47,11.71,7.61,4.72
 京鼎,3413,,17.11,10.32,3.51,29.29,20.71,13.17,5.46,16.55,14.65,11.23,4.45,20.46,,-2.41,,64.72,,1.59
 融程電,3416,,8.83,6.53,2.92,12.79,9.38,6.1,3.05,15.53,11.59,7.33,3.34,18.2,13.95,9.64,4.71,13.67,11.01,7.49
 譁裕,3419,,1.26,-1.7,-2.26,-3.38,-2.92,-3.31,-0.44,-3.37,-3.39,-2.83,-1.04,-7.82,-7.58,-5.8,0.2,5.52,2.65,2.08
 光燿科,3428,,6.47,3.99,2.62,12.43,8.62,3.26,-0.08,10.52,11.19,7.83,3.77,10.4,5.72,3.09,1.91,3.47,-0.56,1.2
