CompanyName,Q32016,Q22016,Q12016,Q42015,Q32015,Q22015,Q12015,Q42014,Q32014,Q22014,Q12014,Q42013,Q32013,Q22013,Q12013,Q42012,Q32012,Q22012,Q12012
1522 堤維西,6514582 ,6350848 ,6591761 ,6640385 ,6457247 ,6056877 ,6253463 ,6185349 ,5861533 ,5663097 ,5662367 ,5809701 ,5788327 ,5859534 ,5763745 ,5515453 ,5629460 ,5728224 ,5733789 
1524 耿鼎,2007865 ,1985288 ,1928199 ,1881322 ,1810624 ,1774761 ,1851001 ,2065133 ,2058331 ,2061202 ,2068485 ,2049229 ,2021810 ,1951616 ,1943683 ,1941745 ,2001311 ,2027908 ,2055448 
1525 江申,3470887 ,3445228 ,3501934 ,3387054 ,3336897 ,3110019 ,3162397 ,3105320 ,2929480 ,2785067 ,2860023 ,2797744 ,2673859 ,2600624 ,2610131 ,2530376 ,2453729 ,2430046 ,2441778 
1526 日馳,631359 ,630248 ,613692 ,602980 ,613655 ,560963 ,542168 ,538124 ,521085 ,508208 ,495324 ,482557 ,471084 ,465125 ,454859 ,441097 ,435989 ,432194 ,427567 
1527 鑽全,3366548 ,3511222 ,3602211 ,3529822 ,3423346 ,2726240 ,3278873 ,3199074 ,2680211 ,2363263 ,3034129 ,2688758 ,2553341 ,2545458 ,2555821 ,2361160 ,2367394 ,2425939 ,2562588 
1528 恩德,2293613 ,2309856 ,2305540 ,2283001 ,2402606 ,2375095 ,2031766 ,2038221 ,2002845 ,2018581 ,2111021 ,2112953 ,2076179 ,2088852 ,2104247 ,2123836 ,2115922 ,2106541 ,2177904 
1529 樂士,288355 ,293988 ,307336 ,289737 ,456296 ,466735 ,494106 ,501152 ,524848 ,389575 ,427700 ,433652 ,448070 ,508429 ,510323 ,517410 ,524204 ,535507 ,722892 
1530 亞崴,2794346 ,2798758 ,2818493 ,2799323 ,2783898 ,2550527 ,2718826 ,2657449 ,2551308 ,2469492 ,2620216 ,2421044 ,2333714 ,2305028 ,2385645 ,2299416 ,2264632 ,2183579 ,2242728 
1531 高林股,3777998 ,3825878 ,4072961 ,4092171 ,3987800 ,3888317 ,4166012 ,4220645 ,4224792 ,4125488 ,4319676 ,4214238 ,4617093 ,4571359 ,4673224 ,4596730 ,4697300 ,4613413 ,4983762 
1532 勤美,17877343 ,17915704 ,19507634 ,19302918 ,19682449 ,18913422 ,19607950 ,19345420 ,18567805 ,18154428 ,19666143 ,19496973 ,16614899 ,16501127 ,16688869 ,16546614 ,16042270 ,15864773 ,15912237 
1533 車王電,2188898 ,2206554 ,2240220 ,2286101 ,2289080 ,2155442 ,2218769 ,2256583 ,2084904 ,2041681 ,2137009 ,2015031 ,1945071 ,1885466 ,1848201 ,1841849 ,1881038 ,1880869 ,1837046 
1535 中宇,3223869 ,3201871 ,3536507 ,3494039 ,3433937 ,3273699 ,3762314 ,3639184 ,3349411 ,3122114 ,3447730 ,3274833 ,3123058 ,2863755 ,3056451 ,2771049 ,2614702 ,2324754 ,2568574 
1536 和大,3918032 ,3701532 ,4153222 ,3868494 ,3607829 ,3247912 ,3499601 ,3293698 ,3082202 ,2888771 ,3045543 ,2863353 ,2661193 ,2336556 ,2309018 ,2244120 ,2200312 ,2128018 ,2056318 
1537 廣隆,3376114 ,3208908 ,3569387 ,3426286 ,3228576 ,2846048 ,3246082 ,3098664 ,2834051 ,2619235 ,2955112 ,2757962 ,2609719 ,2499005 ,2712077 ,2504165 ,2349363 ,2184348 ,2215867 
1538 正峰新,703061 ,722351 ,742306 ,745440 ,810137 ,637186 ,720306 ,812155 ,830410 ,850194 ,865184 ,850642 ,1118065 ,1175018 ,1218185 ,1344707 ,1397693 ,1453522 ,1547255 
1539 巨庭,1030639 ,1013381 ,1048945 ,990484 ,970684 ,848754 ,873764 ,826273 ,798221 ,756664 ,722728 ,696868 ,685293 ,666648 ,635325 ,615126 ,617895 ,618187 ,616235 
1540 喬福,1304181 ,1298092 ,1376831 ,1364058 ,1392790 ,1348417 ,1468875 ,1425889 ,1338533 ,1297533 ,1376618 ,1326219 ,1284712 ,1265708 ,1319886 ,1307191 ,1337202 ,1299018 ,1375767 
1541 錩泰,1162619 ,1112423 ,1278197 ,1191957 ,1133998 ,977015 ,1073295 ,1040434 ,974486 ,924225 ,916733 ,876369 ,899062 ,914404 ,892608 ,897617 ,948043 ,968782 ,980541 
1558 伸興,4343424 ,4106434 ,4451128 ,4375181 ,4220419 ,3823310 ,4190584 ,4077810 ,3816259 ,3499966 ,3896283 ,3752091 ,2799124 ,2546762 ,2738026 ,2601892 ,2470708 ,2259454 ,2074603 
1560 中砂,3633629 ,3503769 ,3897430 ,3800299 ,3721020 ,3565376 ,3983900 ,3832954 ,3687224 ,3537839 ,3810621 ,3657847 ,3534294 ,3396808 ,3646941 ,3651203 ,3561092 ,3445164 ,3721808 
1565 精華,4698419 ,4256238 ,5000735 ,4593860 ,4189973 ,3710865 ,4627112 ,4336539 ,3959693 ,3627141 ,4385833 ,3885212 ,3442461 ,3033634 ,3544966 ,3239569 ,2892480 ,2571572 ,3070232 
1566 捷邦,1480507 ,1490174 ,1600342 ,1590708 ,1504011 ,1472785 ,1509484 ,921016 ,888852 ,852592 ,876667 ,894281 ,912546 ,901665 ,816190 ,607130 ,590877 ,577616 ,575152 
1568 倉佑,1471262 ,1599579 ,1670980 ,1632247 ,1597181 ,1520551 ,1549226 ,1537822 ,1465739 ,1429215 ,1216038 ,1175784 ,1132780 ,1116482 ,1145035 ,1142843 ,,1101820 ,
1569 濱川,1890760 ,1906825 ,1916889 ,1972249 ,1974411 ,1987820 ,2009419 ,2148992 ,2048924 ,1995732 ,2043612 ,2065809 ,2022326 ,2104068 ,2081786 ,1870286 ,1868556 ,1903519 ,1973049 
1570 力肯,611822 ,601808 ,623584 ,609424 ,605703 ,563906 ,543717 ,524554 ,517456 ,499649 ,462213 ,446698 ,424960 ,410356 ,391004 ,369975 ,369230 ,369343 ,372651 
1580 新麥,1791568 ,1663764 ,1910397 ,1858272 ,1745383 ,1541080 ,1869765 ,1809067 ,1592947 ,1408646 ,1625755 ,1565703 ,1385390 ,1229522 ,1396467 ,1313374 ,1192401 ,1101620 ,1277349 
1582 信錦,5174890 ,5090119 ,5672997 ,5605519 ,5536151 ,5101360 ,5661246 ,5563997 ,5062173 ,4727386 ,5122901 ,4921368 ,4692332 ,4483694 ,4746921 ,4293376 ,3984792 ,3830338 ,4076886 
1583 程泰,5349332 ,5349295 ,5386303 ,5327315 ,5229991 ,4748051 ,5106429 ,4910597 ,4565375 ,4337278 ,4580760 ,4315418 ,4139252 ,4089391 ,4258320 ,3999550 ,3948846 ,3852790 ,4033575 
1584 精剛,1093219 ,1288392 ,1281211 ,1288817 ,1372149 ,1405235 ,1400165 ,1407553 ,1419241 ,1186672 ,1200167 ,1218689 ,1257634 ,1280083 ,1336779 ,1383711 ,1457643 ,1484221 ,1487179 
1586 和勤,1023897 ,1021121 ,1078220 ,993557 ,977729 ,1012727 ,1087044 ,1074758 ,1034153 ,988225 ,1039814 ,1020170 ,985501 ,982666 ,1008475 ,986108 ,993564 ,1018605 ,1022723 
1589 永冠-KY,9957418 ,10102595 ,11022062 ,10654442 ,9503010 ,8643368 ,8302898 ,8057052 ,7343207 ,6467072 ,6584483 ,6299430 ,6056563 ,5916767 ,5950651 ,5701717 ,5613165 ,5559720 ,4992315 
1590 亞德客-KY,10581041 ,10344411 ,10801782 ,10408852 ,10421068 ,9819751 ,10208630 ,10057813 ,9389276 ,8820282 ,9402136 ,9043585 ,6539645 ,6113967 ,6066610 ,5681098 ,5436325 ,5174522 ,5633495 
1591 駿吉-KY,363009 ,380567 ,376344 ,331351 ,310827 ,348956 ,356018 ,376623 ,379293 ,370554 ,361134 ,340923 ,330481 ,332990 ,326103 ,309403 ,297159 ,275965 ,287143 
1592 英瑞-KY,3079911 ,3067275 ,3103629 ,3030370 ,3105848 ,2952152 ,3040953 ,3037126 ,2438225 ,2375379 ,2542121 ,2467139 ,2135070 ,1844339 ,2118842 ,2044347 ,,,
1593 祺驊,759469 ,741051 ,808485 ,811293 ,794865 ,754652 ,817967 ,706995 ,667370 ,638211 ,694867 ,680544 ,663059 ,649454 ,663946 ,658228 ,646653 ,629093 ,605150 
1595 川寶,1822816 ,1809971 ,1897221 ,1886277 ,1880023 ,1786733 ,1912658 ,1836865 ,1835632 ,1724297 ,1764265 ,1669044 ,1649055 ,1583740 ,1630286 ,1559354 ,1521407 ,1430509 ,1508332 
1597 直得,1338094 ,1335948 ,1337170 ,1319531 ,1310351 ,1253648 ,1261137 ,1288339 ,1385015 ,1370676 ,1374976 ,1377454 ,1368504 ,1349033 ,1334555 ,1325631 ,1145610 ,1118121 ,1145411 
1598 岱宇,2054320 ,1533881 ,1628791 ,1553862 ,1478044 ,1303567 ,1487865 ,1169152 ,,934224 ,,884937 ,,870408 ,,898020 ,,778178 ,
1599 宏佳騰,1361916 ,1270026 ,1404291 ,1319180 ,1193555 ,1103987 ,1161591 ,1144009 ,1106620 ,1066515 ,1123691 ,1108570 ,1160122 ,1017098 ,1117046 ,1152631 ,868928 ,811717 ,905596 
1603 華電,4812859 ,5278643 ,5367454 ,5294829 ,5123833 ,5660121 ,5616343 ,5494775 ,5297060 ,5255304 ,5173087 ,5133438 ,5002945 ,4898696 ,4831736 ,4829088 ,4742996 ,4528491 ,4517614 
1604 聲寶,7441553 ,7303407 ,7813452 ,7607780 ,7746081 ,7743683 ,8117167 ,8004475 ,7826374 ,7523741 ,7884987 ,7631911 ,7865573 ,7597428 ,7678673 ,7608062 ,8125754 ,8047044 ,7927753 
1605 華新,63590321 ,63540600 ,64484853 ,63568459 ,63861304 ,62732264 ,64125788 ,65414961 ,64211030 ,63271143 ,62632298 ,62197277 ,68071156 ,67780753 ,63808908 ,62092945 ,59544209 ,62793485 ,63638962 
1608 華榮,7691963 ,7733817 ,7757497 ,7902487 ,7519244 ,8372231 ,8701198 ,9138209 ,9442566 ,9553497 ,9428742 ,9402925 ,9510253 ,8754880 ,9433435 ,8558369 ,9115330 ,9254462 ,9369073 
1609 大亞,7375064 ,7264689 ,7240232 ,7500658 ,7636211 ,7920501 ,8175166 ,8204256 ,8028238 ,8075780 ,8260846 ,8164755 ,7938811 ,7874814 ,8195705 ,8185735 ,8174591 ,8026497 ,8256016 
1611 中電,5053079 ,5129112 ,5194057 ,5211609 ,5275837 ,5047292 ,5241856 ,5323714 ,5586918 ,5560859 ,5618604 ,5596331 ,6068597 ,6061398 ,6315305 ,5949859 ,5909359 ,6219971 ,6523782 
1612 宏泰,4459612 ,4387347 ,4448752 ,4483842 ,4544161 ,4684889 ,4935899 ,4921311 ,4881698 ,4819740 ,4985815 ,4923537 ,4911827 ,4879973 ,5016770 ,4960507 ,5108543 ,5041936 ,5178499 
1613 台一,1302255 ,1395305 ,1493261 ,1494197 ,1968055 ,2226339 ,2298192 ,2499752 ,2500193 ,2539065 ,2534667 ,2658355 ,2563126 ,2751435 ,2823335 ,1888539 ,2092425 ,2209019 ,2286951 
1614 三洋電,5210261 ,5113736 ,5193893 ,5115640 ,5065813 ,4997743 ,5098034 ,5085449 ,5026754 ,4945515 ,5100200 ,5116961 ,5018994 ,5392108 ,5596548 ,5482161 ,5443167 ,5312031 ,5619692 
1615 大山,1478745 ,1448245 ,1450827 ,1459999 ,1464386 ,1447577 ,1481605 ,1480103 ,1463978 ,1464262 ,1466609 ,1430121 ,1409209 ,1412795 ,1452602 ,1432580 ,1417478 ,1415994 ,1433333 
1616 億泰,1766312 ,1763492 ,1740284 ,1760960 ,1805909 ,1861043 ,1925024 ,1567051 ,1633706 ,1643968 ,1658701 ,1747813 ,1746380 ,1773745 ,1802913 ,1746368 ,1773199 ,1764293 ,1721010 
1617 榮星,1564357 ,1565590 ,1624382 ,1621421 ,1645894 ,1585841 ,1649121 ,1653342 ,1624601 ,1580055 ,1589775 ,1590173 ,1576862 ,1560730 ,1559536 ,1543427 ,1562980 ,1585671 ,1596612 
1618 合機,4009039 ,3961024 ,4002873 ,3993222 ,3870923 ,3861794 ,4003512 ,4092186 ,4105511 ,4152047 ,4202553 ,4223053 ,4340872 ,4486788 ,4775323 ,4806449 ,4900607 ,4708407 ,4790927 
1626 艾美特-KY,2724829 ,2928937 ,2808805 ,2792153 ,2987435 ,3028977 ,2940095 ,2963853 ,2977393 ,2812537 ,3141206 ,3351520 ,3286969 ,3275372 ,3269547 ,2219598 ,2184200 ,2196247 ,
1701 中化,5515173 ,5484138 ,5583984 ,5489457 ,5480531 ,5417099 ,5500360 ,5483552 ,5253434 ,5164866 ,5146237 ,5088615 ,4849199 ,4778775 ,4826270 ,4904531 ,4874633 ,4827666 ,4868745 
1702 南僑,5606323 ,5500660 ,5908862 ,5644077 ,5541735 ,5092803 ,5493473 ,5252578 ,4868236 ,4508799 ,4862849 ,4627652 ,4418843 ,4205236 ,4241288 ,4093644 ,4080014 ,3964294 ,4017578 
1704 榮化,25278220 ,24837593 ,25116746 ,24592632 ,23415998 ,10460344 ,10356810 ,10331680 ,10419973 ,11049685 ,22778240 ,22921039 ,24100114 ,24349301 ,25474362 ,24714620 ,23602049 ,24023322 ,26264042 
1707 葡萄王,5031249 ,3981245 ,4635843 ,4219556 ,3773727 ,3324081 ,4061046 ,3716708 ,3281719 ,2922769 ,3509850 ,3220811 ,2842737 ,2537810 ,2952069 ,2741949 ,2518485 ,2302308 ,2658919 
1708 東鹼,5256954 ,5164875 ,5095754 ,5045259 ,5224584 ,4829075 ,4936049 ,4743229 ,4551580 ,4341841 ,4313647 ,4114776 ,3997164 ,3914909 ,3909007 ,3774955 ,3669845 ,3606488 ,3764836 
1709 和益,7176028 ,6913143 ,7149661 ,6936446 ,6863634 ,6570731 ,6604283 ,6528230 ,6494831 ,6470844 ,6693826 ,6486116 ,6386746 ,6237108 ,6308740 ,6124288 ,6158684 ,6043553 ,6238320 
1710 東聯,15835483 ,16524414 ,17553227 ,17819986 ,18519343 ,18820624 ,19511467 ,19646282 ,19389350 ,19166466 ,19484098 ,17164909 ,16613267 ,15999998 ,16762521 ,15726655 ,15438465 ,15099018 ,16797636 
1711 永光,8090173 ,8065416 ,8089427 ,7973964 ,7838570 ,7733381 ,7866285 ,7741700 ,7729924 ,7748703 ,7667017 ,7323115 ,7103111 ,6778127 ,6862218 ,6766734 ,6882412 ,6818867 ,6956757 
1712 興農,5507535 ,5455463 ,5541274 ,5395521 ,5294393 ,5218880 ,5422383 ,5372946 ,5221567 ,5124178 ,5256190 ,5028768 ,4889909 ,4593650 ,4823395 ,5030618 ,4975103 ,4865843 ,5093105 
1713 國化,2246045 ,2224371 ,2257577 ,2237155 ,2222984 ,2206528 ,2272235 ,2254855 ,2227615 ,2203272 ,2253618 ,2237606 ,2200783 ,2181729 ,2228109 ,2238467 ,2218277 ,2206550 ,2223776 
1714 和桐,14663959 ,14893700 ,14869047 ,14982371 ,15495998 ,14912963 ,15135575 ,15323856 ,16085559 ,15884882 ,16227727 ,16276990 ,16044171 ,15984272 ,15854208 ,15463597 ,15272936 ,14595102 ,14678722 
1715 萬洲,6743326 ,7135714 ,7526191 ,7554490 ,7909341 ,7350588 ,7931575 ,8445535 ,8206289 ,6910114 ,7275562 ,6638176 ,6033611 ,5775158 ,5631708 ,5523424 ,5471185 ,5340454 ,5533151 
1717 長興,21437183 ,21541066 ,22918360 ,22387755 ,22465696 ,20732838 ,22314132 ,21991585 ,20697498 ,19416573 ,20437935 ,20141807 ,19159170 ,18586029 ,19147214 ,18556125 ,18556936 ,18302433 ,18728625 
1718 中纖,50434270 ,49710024 ,50612364 ,50302837 ,49652956 ,48878060 ,48335933 ,47142807 ,46316618 ,45375673 ,43534830 ,41837510 ,40850591 ,40240854 ,39317190 ,38206207 ,37711140 ,37094180 ,36730284 
1720 生達,4081429 ,3819584 ,3994074 ,3886921 ,3742289 ,3626432 ,3716077 ,3605752 ,3467411 ,3389572 ,3696415 ,3582457 ,3491615 ,3306944 ,3290461 ,3306357 ,3222331 ,3148700 ,3265389 
1721 三晃,2366417 ,2346796 ,2275643 ,812725 ,2145462 ,2095645 ,2143402 ,760017 ,758897 ,761432 ,759487 ,749507 ,761885 ,755626 ,751573 ,778222 ,731014 ,733283 ,737425 
1722 台肥,50977751 ,51086030 ,52865906 ,52967860 ,51899421 ,50175384 ,52333266 ,52392615 ,49182513 ,48917065 ,51042065 ,50774372 ,50582591 ,50640323 ,53234926 ,52431596 ,51346476 ,50751492 ,52339219 
1723 中碳,6527421 ,6250140 ,7155338 ,6439770 ,6330519 ,6179113 ,7957933 ,7595836 ,7159619 ,6400193 ,7725766 ,7147363 ,6569414 ,5803311 ,7024600 ,6527375 ,6063274 ,5513741 ,6960340 
1724 台硝,1967659 ,1937653 ,2019831 ,1977952 ,1856025 ,1796836 ,1797780 ,1790197 ,1759207 ,1723784 ,1779542 ,1774153 ,1635414 ,1845021 ,1923324 ,1884861 ,1881553 ,1806056 ,2001947 
1725 元禎,2552534 ,2432574 ,2476963 ,2430840 ,2420077 ,2494699 ,2584183 ,2539221 ,2506077 ,2396923 ,2329492 ,2334138 ,2225259 ,2097724 ,2078927 ,1986017 ,1969690 ,1876605 ,1966534 
1726 永記,7967302 ,7788596 ,8169441 ,7937703 ,7751351 ,7440195 ,7881798 ,7717648 ,7414952 ,7138853 ,7589247 ,7300039 ,7007819 ,6796523 ,7139720 ,6821558 ,6698371 ,6527219 ,6703118 
1727 中華化,1426804 ,1406309 ,1440697 ,1425345 ,1408261 ,1378441 ,1407198 ,1386236 ,1347334 ,1326139 ,1344159 ,1322224 ,1291196 ,1257644 ,1274147 ,1252443 ,1223517 ,1200490 ,1205432 
1729 必翔,3888629 ,3904598 ,3884292 ,3872198 ,3938383 ,3868973 ,4117920 ,4127660 ,3272331 ,3258121 ,3259696 ,3250191 ,3443159 ,3538225 ,3585305 ,3857213 ,4026716 ,4084186 ,4222286 
1730 花仙子,1251552 ,1215517 ,1293100 ,1141926 ,1143728 ,1082757 ,1143212 ,1111312 ,892510 ,853977 ,981518 ,948728 ,815112 ,789506 ,822175 ,800034 ,767604 ,752022 ,788415 
1731 美吾華,1698070 ,1670980 ,1746536 ,1730891 ,1719436 ,1694143 ,1767848 ,1722752 ,1694365 ,1661452 ,1702317 ,1685662 ,1643011 ,1632344 ,1666947 ,1673564 ,1677180 ,1647357 ,1690758 
1732 毛寶,425097 ,432994 ,438964 ,441963 ,447845 ,444448 ,450265 ,451922 ,455983 ,459572 ,463401 ,458330 ,461088 ,465919 ,468107 ,479869 ,478872 ,477794 ,496736 
1733 五鼎,1860786 ,1858799 ,1998980 ,1929816 ,1825728 ,1697010 ,1902668 ,1866372 ,1781971 ,1720615 ,1983162 ,1920516 ,1885215 ,1834986 ,2116164 ,2012820 ,1886398 ,1564216 ,1897463 
1734 杏輝,3796212 ,3768103 ,3879770 ,3960391 ,3866559 ,3944210 ,4210289 ,4078543 ,3431037 ,3506118 ,3593264 ,3494040 ,3455092 ,3307882 ,3337891 ,2743869 ,2752163 ,2678073 ,2684002 
1735 日勝化,1407444 ,1404759 ,1477976 ,1470163 ,1438809 ,1383939 ,1472800 ,1460016 ,1397274 ,1370384 ,1425773 ,1505172 ,1487251 ,1472030 ,1503984 ,1497867 ,1482860 ,1441664 ,1451929 
1736 喬山,8190496 ,8350776 ,8788756 ,8910011 ,8640136 ,7956111 ,8582035 ,9100442 ,7004354 ,6706008 ,7060182 ,6710830 ,5838564 ,5749128 ,6026415 ,5889350 ,5309387 ,5197062 ,5617213 
1737 臺鹽,5932675 ,5833099 ,5936013 ,5861026 ,5844656 ,5736869 ,5873178 ,5824968 ,5788846 ,5740065 ,5813183 ,5734646 ,6487592 ,6462951 ,6528376 ,6525988 ,6525846 ,6494190 ,6626652 
1742 台蠟,609370 ,606030 ,618536 ,635886 ,656043 ,681861 ,733067 ,752392 ,758500 ,768915 ,813307 ,828093 ,845350 ,850166 ,862725 ,863127 ,907054 ,913278 ,837990 
1752 南光,2049526 ,2001169 ,2061049 ,1994318 ,1770318 ,1533881 ,1534260 ,1441398 ,1424162 ,1395704 ,1420645 ,1425594 ,1286623 ,1255065 ,1284595 ,928024 ,861346 ,838077 ,822452 
1762 中化生,1742544 ,1747351 ,1879060 ,1863794 ,1790543 ,1768493 ,1799800 ,1615926 ,1621200 ,1653584 ,1724400 ,1711018 ,1710017 ,1690476 ,1762639 ,1742577 ,1747302 ,1690854 ,1730795 
1773 勝一,4082831 ,3905132 ,4170410 ,4014032 ,3877180 ,3686990 ,3934159 ,3805644 ,3659169 ,3487445 ,3651840 ,3531474 ,3369455 ,3236395 ,3498798 ,3383937 ,3252047 ,3129830 ,3328772 
1776 展宇,1287620 ,1304064 ,1233967 ,1219087 ,1198539 ,1119349 ,1195955 ,1194022 ,1159254 ,1082461 ,,1119601 ,,1033507 ,,1051621 ,,970378 ,
1777 生泰,985405 ,960768 ,1020086 ,969061 ,935577 ,883168 ,950233 ,911360 ,566102 ,525539 ,551647 ,524708 ,503086 ,490740 ,503520 ,508568 ,502215 ,489152 ,503934 
1781 合世,476956 ,492346 ,519528 ,551142 ,582984 ,580195 ,600539 ,619003 ,621301 ,624409 ,678427 ,682930 ,680748 ,698513 ,667962 ,564854 ,442675 ,415182 ,392275 
1783 和康生,778883 ,780916 ,794412 ,829855 ,851881 ,857739 ,869002 ,877009 ,894513 ,892856 ,891619 ,888393 ,615969 ,614617 ,609669 ,385662 ,,377561 ,
1784 訊聯,1387091 ,1388917 ,1399392 ,1397361 ,1406831 ,1413310 ,1439047 ,1432764 ,1433601 ,1430017 ,1474471 ,1453010 ,1493573 ,1474845 ,1492820 ,1473995 ,1540594 ,1428311 ,1423243 
1785 光洋科,4233048 ,4318437 ,3832540 ,7925664 ,9430195 ,9373275 ,9624855 ,9473486 ,9387572 ,9187414 ,9445152 ,9420716 ,9311272 ,9203428 ,9807926 ,9788003 ,9595836 ,9469111 ,9605970 
1786 科妍,875451 ,922737 ,948056 ,948596 ,941448 ,1002885 ,997730 ,1023093 ,1049161 ,1085524 ,1084940 ,1083828 ,453057 ,434623 ,425629 ,425975 ,398079 ,377793 ,369353 
1787 福盈科,1096006 ,1084227 ,1181835 ,1109778 ,1074862 ,1039192 ,1115604 ,1100429 ,1061061 ,1138816 ,1168335 ,1126236 ,1193087 ,1176969 ,1184339 ,1156319 ,1142871 ,1137420 ,1147997 
1788 杏昌,1489896 ,1438867 ,1575479 ,1526003 ,1486687 ,1457624 ,1584239 ,1523172 ,1467037 ,1407144 ,1529169 ,1481268 ,1423073 ,1366120 ,1465944 ,1409587 ,1364527 ,1332708 ,1425195 
1789 神隆,10094535 ,9957779 ,10027091 ,9856993 ,9700514 ,9450234 ,9476532 ,9380271 ,9325244 ,9159609 ,9807542 ,9643254 ,9347952 ,9109472 ,9461423 ,9095475 ,8662031 ,8365832 ,8811261 
1795 美時,8864248 ,8835116 ,8833689 ,8730632 ,8748655 ,8751417 ,8688076 ,8802493 ,8377720 ,3262642 ,1293042 ,1455666 ,1453466 ,670983 ,659777 ,637281 ,473999 ,470603 ,556009 
1799 易威,913958 ,980312 ,886326 ,927427 ,977327 ,989509 ,1023251 ,617940 ,633830 ,370984 ,386857 ,204360 ,312394 ,164930 ,184005 ,205735 ,230559 ,256485 ,299861 
1802 台玻,48177758 ,44743118 ,46278398 ,47285537 ,48599862 ,49421035 ,50613655 ,52516807 ,50195263 ,48176078 ,49875579 ,50748152 ,48565837 ,49354573 ,49509229 ,47842122 ,48231061 ,49642682 ,51169985 
1805 寶徠,774679 ,792081 ,858455 ,897464 ,711012 ,730791 ,752521 ,783371 ,803338 ,824488 ,823289 ,774411 ,532181 ,543827 ,550880 ,595648 ,579179 ,552151 ,550430 
1806 冠軍,7195704 ,7314208 ,7272104 ,7370467 ,7599268 ,7404599 ,7436768 ,7521402 ,7593195 ,7864698 ,7876992 ,7987180 ,7836708 ,7738704 ,7500918 ,7465774 ,7534049 ,7591162 ,7798812 
1808 潤隆,4863038 ,4381737 ,5231192 ,5160794 ,4613657 ,3985801 ,4883012 ,3978298 ,3594671 ,3150197 ,3181940 ,3159776 ,3092812 ,2244349 ,2696945 ,2791842 ,2786765 ,2620330 ,2992837 
1809 中釉,4063474 ,4356861 ,4447962 ,4443177 ,4533015 ,4368971 ,4514866 ,4551622 ,4410430 ,4278184 ,4349341 ,4335496 ,4239156 ,4187435 ,4163179 ,4139117 ,4149660 ,4124456 ,4157617 
1810 和成,5722796 ,5410745 ,5563684 ,5640197 ,5673293 ,5712120 ,5920351 ,5897980 ,5793985 ,5736337 ,5702413 ,5617762 ,5477716 ,5457235 ,5552351 ,5542888 ,5567084 ,5583733 ,5666558 
1813 寶利徠,1093117 ,966747 ,1039076 ,1020340 ,1004592 ,964448 ,992681 ,972628 ,942376 ,927098 ,997607 ,968356 ,945102 ,932707 ,974066 ,735530 ,724009 ,687301 ,697125 
1815 富喬,6839174 ,6692591 ,6815417 ,6726155 ,6603833 ,6562276 ,6529964 ,6392741 ,6341099 ,6358052 ,6451495 ,6486574 ,6558529 ,5696334 ,5643629 ,5376892 ,5722258 ,5719863 ,5164898 
1817 凱撒衛,1489930 ,1446554 ,1529522 ,1493731 ,1420005 ,1323059 ,1426152 ,1398610 ,1320138 ,1250692 ,1344040 ,1300630 ,1026403 ,993760 ,1037932 ,998634 ,,930199 ,
1902 台紙,6304094 ,6322299 ,6292814 ,6376790 ,6430840 ,6260109 ,6246433 ,6264996 ,6207859 ,6085470 ,6150923 ,6118319 ,6087733 ,6148357 ,6113234 ,6183447 ,6281570 ,6377913 ,6551358 
1903 士紙,2997604 ,3064760 ,3158073 ,3206392 ,3321940 ,3442246 ,3930190 ,3651617 ,3706227 ,3580435 ,3589510 ,3733909 ,3855119 ,3847050 ,3869017 ,3958585 ,4021873 ,3992092 ,4074984 
1904 正隆,22511003 ,22623816 ,23117265 ,23100154 ,23699130 ,22844594 ,23485323 ,22857518 ,22160714 ,21818145 ,22730550 ,23180942 ,22472748 ,22312844 ,22607740 ,22571757 ,22280651 ,22057647 ,21568001 
1905 華紙,18036532 ,18244489 ,18997023 ,19102714 ,18995232 ,19797449 ,19906938 ,19952281 ,19531286 ,19537641 ,20265968 ,19420935 ,19472887 ,19804566 ,19782264 ,16413869 ,9749614 ,9860254 ,9782796 
1906 寶隆,3371561 ,3540425 ,2862856 ,2508661 ,2287647 ,2652245 ,2616289 ,2854821 ,3095812 ,3039512 ,2757769 ,2694000 ,2026913 ,1963622 ,1754979 ,1628146 ,1627134 ,1619793 ,1780714 
1907 永豐餘,42301619 ,43182361 ,44590648 ,45277028 ,46125658 ,47142268 ,49044006 ,49835282 ,48212514 ,48013099 ,50851289 ,43568842 ,41934329 ,44901369 ,45051655 ,40268310 ,32469490 ,31384784 ,32296277 
1909 榮成,15657713 ,15996206 ,16072876 ,15543656 ,15594472 ,15180776 ,15840500 ,15982096 ,15905924 ,14330807 ,14517600 ,14662994 ,13773602 ,13433767 ,13094662 ,13223872 ,12876308 ,12747875 ,12924165 
2002 中鋼,324918787 ,317443915 ,321422294 ,320724833 ,321672685 ,321645858 ,338596752 ,334644234 ,324089378 ,317041031 ,324445677 ,319369715 ,311521072 ,306518330 ,310059002 ,305499358 ,301940720 ,300303920 ,313562599 
2006 東和鋼鐵,23416568 ,22943415 ,23418454 ,23076017 ,22804008 ,22662187 ,23644949 ,23167619 ,22694675 ,22399599 ,23641849 ,23254346 ,22585411 ,22044217 ,22862366 ,22710825 ,21990629 ,21598332 ,22680780 
2007 燁興,3504294 ,3611211 ,3650442 ,3688253 ,3811657 ,3954444 ,4090380 ,4203529 ,4357691 ,4524730 ,4657639 ,4824504 ,5006477 ,5226464 ,5486543 ,5645364 ,5977391 ,6143610 ,6307044 
