company name,index,2016Q3,2016Q2,2016Q1,2015Q4,2015Q3,2015Q2,2015Q1,2014Q4,2014Q3,2014Q2,2014Q1,2013Q4,2013Q3,2013Q2,2013Q1,2012Q4,2012Q3,2012Q2,2012Q1
聯茂,6213,"724,057","471,104","260,676","600,054","370,312","190,716","119,500","529,762","380,636","281,101","144,458","816,984","632,950","381,903","265,382","1,083,531","898,906","544,810","280,292"
精誠,6214,"907,823","255,579","91,763","563,327","271,142","334,212","154,949","748,046","415,650","371,300","200,021","823,700","531,126","324,119","139,135","243,594","128,906","43,113","66,159"
和椿,6215,"14,045","40,392","13,525","25,894","14,196",942,"8,304","128,104","101,966","47,795","9,455","27,695","28,405","21,674",-816,387,"2,849","-5,456","-14,904"
居易,6216,"185,817","129,077","53,409","230,640","186,974","112,475","31,102","185,536","129,522","92,535","41,894","149,969","95,337","61,153","31,054","112,918","90,372","55,873","20,103"
中探針,6217,"81,612","40,123","5,976","219,404","153,193","71,970","39,147","165,455","107,485","44,430","12,836","97,915","71,643","48,678","20,581","63,532","38,897","23,839","-12,923"
豪勉,6218,"49,916","43,192","15,384","69,737","58,691","15,732","15,546","81,241","69,821","34,726","12,596","82,303","77,665","54,455","39,096","68,029","85,489","59,071","26,827"
富旺,6219,"-58,919","-128,829","-54,330","22,991","-94,351","-92,685","1,835","511,088","247,913","323,101","336,222","373,645","193,548","165,185","142,213","260,535","143,489","78,191","24,061"
岳豐,6220,"311,821","100,218","31,654","70,445","166,991","30,579","-12,397","160,755","105,303","20,820","-7,135","9,056","13,308","-10,985","-16,665","3,648","-2,137","-33,391","-8,213"
晉泰,6221,"36,230","29,397","12,006","82,771","61,205","36,233","13,759","53,084","27,721","21,013","9,906","70,426","53,031","39,315","8,644","64,229","50,523","45,043","26,034"
上揚,6222,"-157,998","-53,052","-14,614","-148,732","-66,651","-30,279","-15,496","-39,063","-29,061","-14,291","-6,884","-94,716","-32,310","-17,521","-8,444","44,221","63,386","70,457","80,982"
旺矽,6223,"405,531","200,857","53,547","294,141","275,804","176,179","95,597","517,298","401,370","163,880","54,339","270,933","249,239","151,630","79,981","275,551","173,566","118,739","-6,961"
聚鼎,6224,"310,525","203,624","83,692","466,526","361,081","232,713","99,441","400,681","301,422","205,980","85,940","377,285","275,128","183,427","79,608","390,922","292,735","173,041","60,215"
天瀚,6225,"-17,028","-14,049","-6,227","-59,903","-48,905","-38,571","-8,998","-141,498","-75,518","-57,252","-29,545","-163,887","-116,122","-63,191","-29,579","-193,879","-111,584","-86,771","-31,855"
光鼎,6226,"11,167",492,"-17,931","-69,347","-48,546","-51,197","-20,020","27,295","24,094","12,710","-9,649","64,231","21,283","12,345","-5,498","-163,483","-112,473","-77,913","-44,835"
茂綸,6227,"121,046","134,957","93,686","139,636","94,294","53,566","24,802","107,085","73,703","48,006","17,556","40,245","15,977","3,204","-5,885","54,680","52,902","45,287","11,749"
全譜,6228,"-23,535","-17,394","-4,338","-40,514","-23,663","-24,335","-9,067","-59,081","-69,349","-45,783","-21,696","2,195","21,794","42,300","-11,976","-98,229","-78,025","-46,880","-21,504"
研通,6229,"19,762","6,939",413,"1,643","3,232","-3,667","-3,729","28,766","19,459","9,150","4,874","32,025","24,426","17,609",423,"9,756","6,796","-1,735","-7,743"
超眾,6230,"666,439","499,081","217,782","670,931","454,028","233,314","131,273","570,193","440,473","278,394","106,979","535,632","404,573","272,496","145,044","413,524","289,197","157,992","22,794"
系微,6231,"-53,708","-36,584","-16,912","42,840","33,022","28,559","3,779","20,965","4,555","-5,846","-20,037","27,816","4,428",516,"-47,291","125,252","116,554","82,377","45,961"
旺玖,6233,"-61,182","-42,607","-27,219","-73,787","-48,188","-51,680","-23,845","-95,487","-24,702",418,"-36,532","-93,695","-51,480","-24,939","-17,971","-101,257","-28,037","-27,694","-1,235"
高僑,6234,"-4,407","-1,237","8,702","295,394","126,937","107,684","16,427","74,034","41,161","18,649","8,459","-115,292","-69,283","-27,738","-3,432","-188,192","-45,974","1,299","30,273"
華孚,6235,"101,499","70,615","37,682","47,480","-8,155","5,878","-13,049","-200,986","-196,766","-126,067","-50,466","-94,243","-116,406","-8,756","22,233","-209,091","-108,842","-43,906","-10,024"
康呈,6236,"-25,026","-13,538","-7,397","-34,550","-31,791","-20,555","-9,608","11,871","17,770","24,573","13,575","-12,182","-20,284","-13,607","-2,549","-21,306","-18,002","-12,356","-6,632"
驊訊,6237,"59,498","12,381","-2,987","95,800","107,120","-14,452","-3,254","80,671","71,436","65,118","63,229","3,246",-69,"7,651","-5,815","-94,933","-31,018","-9,492","-7,888"
勝麗,6238,"295,680","227,329","131,351","390,649","248,089","122,964","84,968","32,392","18,239","16,300","7,525","93,397","69,324","49,426","10,357","13,729","5,651","-1,178","-5,723"
力成,6239,"4,258,049","2,623,541","1,217,246","5,040,004","3,570,756","2,215,857","1,029,299","4,426,684","3,370,971","2,091,447","866,990","-3,205,160","2,270,817","1,666,794","760,538","4,197,166","3,481,205","2,708,244","1,134,932"
松崗,6240,"17,708","-11,727","-13,326","37,244","48,298","17,475","18,886","18,279","7,539",228,"-12,538","122,304","2,744","-7,821","2,414","14,505","19,865","6,193","12,165"
易通展,6241,"-17,071","-1,940","1,813","-21,563","-17,432","-20,247","-12,322","38,700","37,027","19,195","15,243","22,081","19,157","19,473","21,612","93,278","77,944","64,494","35,281"
立康,6242,"38,000","29,062","10,046","52,852","35,619","27,946","7,849","-26,190","-2,474","-12,182","-9,363","-61,897","-51,639","-40,918","-12,938","-35,500","-21,723","-17,292","-7,577"
迅杰,6243,"-90,384","-54,913","-23,459","-127,391","-101,561","-99,128","-48,946","-88,447","-73,323","-52,748","-8,221","-76,067","-44,708","-27,552","-9,902","-130,749","-65,505","-37,806","-17,084"
茂迪,6244,"121,622","1,132,966","825,151","-629,686","-993,100","-1,037,161","-487,839","-1,055,963","-559,029","180,433","153,716","240,446","-148,542","-543,864","-646,222","-5,071,814","-4,019,827","-3,224,559","-989,874"
立端,6245,"264,281","154,262","67,132","329,116","219,502","95,617","63,879","312,034","175,898","104,705","72,983","297,428","208,937","136,559","67,636","247,254","183,423","115,504","52,358"
臺龍,6246,"36,995","25,659","14,920","-47,835","-49,388","-66,846","-81,117","-875,943","-612,974","-346,812","-147,381","-433,334","-267,553","-171,438","-65,200","-339,941","-123,626","-62,228","-95,126"
淇譽電,6247,"-1,842","-4,160","-6,166","94,518","89,585","31,965","13,701","34,395",-896,"-9,167","-17,752","-62,962","-15,653","-21,757","-1,051","-6,840","-41,992","-37,766","-9,718"
沛波,6248,"25,239","31,191","13,777","51,964","30,694","12,080","4,013","24,245","11,740","12,218","-6,497","-62,744","-48,472","-37,046","-25,035","-231,807","-207,608","-91,874","-37,337"
定穎,6251,"-30,610","12,356","5,608","-92,971","-92,628","-144,379","-59,406","239,200","227,811","132,345","33,398","-258,140","-152,017","-116,745","-88,109","-695,944","-335,143","-346,006","-442,564"
矽格,6257,"580,359","318,941","123,236","751,150","580,781","368,718","152,071","1,021,697","809,661","524,599","234,871","838,596","656,159","393,315","145,353","956,068","670,427","399,851","162,894"
百徽,6259,"-447,532","-429,410","-410,701","-139,530","-108,693","-77,328","-24,672","-56,766","-50,148","-24,647","-12,732","-40,784","-31,550","-13,143","-13,530","-57,094","-29,176","-25,742","-21,186"
久元,6261,"308,473","229,835","126,596","430,291","335,160","246,694","120,616","724,996","542,453","322,691","105,435","451,504","373,409","257,921","103,926","575,587","474,330","313,183","98,262"
普萊德,6263,"199,454","140,711","63,616","266,035","196,854","130,102","62,976","244,882","169,867","114,191","53,168","190,416","132,667","85,537","35,365","152,530","108,577","70,497","31,798"
富裔,6264,"-75,239","-68,697","-36,969","-109,840","-87,899","-55,763","-28,601","-130,476","-85,968","-45,943","-19,431","55,411","-39,877","-46,621","-25,455","22,776","-12,427","-9,830","-8,028"
方土昶,6265,"-3,431","4,022","-7,062","56,261","48,728",516,"3,885","70,448","43,762","28,410","14,386","57,855","48,606","37,074","19,483","-11,987","1,002","-28,428","-38,992"
泰詠,6266,"31,514","29,060","24,634","160,667","87,656","67,783","33,265","85,933","56,025","37,327","19,569","51,211","11,150",518,"-11,166","24,232","19,043","14,105",520
台郡,6269,"1,249,539","525,151","421,845","2,758,779","1,970,179","1,071,055","711,746","1,486,886","567,858","208,279","184,725","1,927,798","1,146,208","583,668","382,505","1,720,218","1,113,894","646,413","409,230"
倍微,6270,"18,284","11,618","5,623","23,941","16,109","7,537","5,143","45,511","36,752","24,015","12,765","13,255","9,521","3,524",809,"-367,094","-325,546","-349,156","-27,820"
同欣電,6271,"716,057","489,295","225,698","1,041,411","790,949","393,753","209,142","1,510,642","1,174,833","679,618","313,497","1,583,473","1,170,808","656,476","325,203","1,310,976","756,689","338,693","166,258"
台燿,6274,"642,055","457,348","227,224","751,388","570,003","348,353","172,516","748,682","530,539","320,964","131,596","612,995","453,639","290,872","135,337","474,065","384,043","255,111","137,393"
元山,6275,"51,012","37,221","10,680","10,557","18,038","10,308","1,290","28,053","24,571","18,378","-5,380","10,158","2,828","12,490","7,647","9,536",590,"3,018","4,889"
安鈦克,6276,"-77,105","-67,808","-22,711","-117,835","-63,789","-37,017","-9,479","39,507","31,149","25,905","18,581","40,206","34,859","37,868","15,983","92,871","66,249","56,286","-18,727"
宏正,6277,"606,822","387,020","219,479","719,337","535,022","337,601","197,947","776,632","575,620","362,887","172,955","756,205","550,362","359,476","163,519","487,219","355,338","280,463","136,847"
台表科,6278,"407,386","234,857","203,064","869,138","671,946","447,803","257,184","1,224,047","849,445","476,519","129,156","1,637,555","1,208,941","798,309","439,265","1,514,237","1,111,138","726,697","360,170"
胡連,6279,"549,875","346,417","172,621","801,198","591,247","394,326","184,783","776,977","519,546","354,387","198,646","612,608","403,612","305,347","166,053","419,754","267,874","190,525","110,237"
全國電,6281,"439,277","346,899","206,475","433,782","363,682","276,835","147,485","426,896","362,457","252,652","134,780","415,827","345,785","279,573","145,956","537,593","441,828","326,698","185,156"
康舒,6282,"415,014","298,946","149,305","671,651","509,412","216,331","115,385","1,103,988","839,875","523,903","197,464","1,245,144","919,446","656,283","308,771","1,054,622","792,634","451,034","120,598"
淳安,6283,"48,522","17,751","11,488","14,623","10,665","20,822","15,578","-509,953","-376,202","-154,686","-70,392","-205,292","-63,558","15,141","9,306","-143,808","-67,461","-53,661","-47,317"
佳邦,6284,"27,838","-46,196","-47,974","99,362","114,957","59,531","104,666","103,807","69,115","48,842","10,015","48,504","28,024","15,926","14,875","-142,595","7,111","2,199","-7,365"
啟碁,6285,"1,539,551","902,980","518,170","1,972,508","1,462,780","857,723","461,498","1,376,388","978,215","616,990","246,282","1,518,331","1,209,751","655,270","279,109","1,128,260","901,687","556,475","266,716"
元隆,6287,"-189,588","-155,682","-86,660","-320,121","-217,534","-148,378","-66,332","-361,860","-316,171","-246,548","-172,058","-364,116","-240,789","-170,714","-90,798","-318,742","-201,783","-144,697","-100,540"
華上,6289,"-111,498","-56,594","-18,368","-266,176","-174,033","-107,666","-46,539","-418,350","-141,458","-63,232","-53,851","-589,305","-313,826","-237,494","-145,088","-527,035","-373,787","-336,381","-134,558"
良維,6290,"265,411","177,696","132,116","296,598","114,260","8,757","26,822","368,835","188,621","114,836","92,212","274,382","132,890","93,459","57,189","249,209","208,491","115,989","81,633"
沛亨,6291,"-8,140","-8,345","-9,128","-38,686","-27,716","-15,849","-11,444","-36,207","-22,384","-18,550","-10,758","-65,623","-48,381","-31,756","-16,055","-78,489","-58,206","-43,432","-22,432"
迅德,6292,"107,951","61,627","27,607","96,601","84,495","63,699","27,522","155,044","84,648","62,950","21,684","127,547","99,759","62,325","35,493","132,127","96,879","61,938","31,385"
智基,6294,"188,072","141,897","60,457","124,502","92,947","75,012","23,056","5,271","6,376","5,781","2,121","8,517","4,293","10,489","6,095","67,136","63,836","52,349","43,432"
崴強,6298,"260,583","106,479","50,978","163,612","211,119","100,416","48,874","372,626","241,957","127,002","101,579","424,479","224,283","115,645","109,859","361,334","311,459","134,389","74,446"
通訊-KY,6404,"-104,510","-67,300","-30,834","62,399","72,088","48,262","20,509","115,887","93,018","51,332","16,769","208,360","109,145","79,202","31,807","157,399",,,
悅城,6405,"-43,058","-32,954","-19,073","10,400","54,628","22,190","14,265","364,644","295,832","186,300","76,553","378,317","291,749","166,423","104,691","407,343",,"172,876",
旭隼,6409,"1,054,664","724,696","330,071","1,416,710","1,075,169","625,389","290,161","995,396","716,547","435,438","203,640","610,538","447,826","297,524","159,625","520,043",,"246,147",
晶焱,6411,"161,422","103,779","41,680","190,094","104,744","35,028","19,904","150,893","110,402","41,053","4,691","153,023","107,351","58,598","13,724","152,127",,"101,171",
群電,6412,"544,549","435,842","170,191","1,149,248","721,601","430,370","145,553","1,124,595","788,235","425,842","130,081","802,447","657,985","329,773","106,940","912,573",,"308,853",
樺漢,6414,"1,063,343","716,792","336,540","1,075,660","772,943","452,190","208,031","582,345","347,401","202,853","81,215","371,827","279,435","186,948","80,243","173,907",,"63,372",
矽力-KY,6415,"968,563","581,063","238,548","1,201,241","793,201","510,626","203,300","800,730","567,560","350,825","114,667","530,301","347,862","215,696","94,832","387,674",,,
韋僑,6417,"58,033","32,527","13,908","81,215","59,213","26,458","7,569","50,961","36,360","21,753","13,878","14,756",,"4,100",,"38,906",,"26,456",
京晨科,6419,"-31,924","-32,706","-21,582","1,585","18,297","10,514","1,013","16,318","20,180","7,608","15,500","123,734","108,596","79,149","42,381","71,815",,"35,111",
君耀-KY,6422,"194,191","120,075","47,110","230,954","157,342","99,498","45,996","215,156","157,747","106,431","44,674","121,931","82,747","43,512","10,104","139,288",,,
統新,6426,"39,385","28,417","5,449","44,783","68,840","35,222","22,395","77,913","69,199","44,791","35,391","56,129","42,331","30,544","11,645","134,981",,,
光麗-KY,6431,"-175,415","-132,686","-35,449","-207,777","-87,883","-77,026","-30,864","73,655","96,506","87,960","22,640","139,334","153,587","92,897",,"99,142",,,
今展科,6432,"30,047","22,797","10,031","63,692","49,861","19,684","9,082","56,897","41,021","17,442",,"43,408",,,,"33,962",,,
大中,6435,"76,587","46,831","28,262","87,945","49,861","25,113","18,141","96,761","80,116","49,227",,"102,381",,"65,676",,"67,940",,,
光聖,6442,"217,123","161,684","63,235","317,565","230,139","112,194","73,273","232,921","136,421","54,909","48,231","117,506",,"58,978",,"101,732",,"45,682",
元晶,6443,"31,927","234,541","194,994","176,233","34,681","-30,090","36,431","173,241",,"214,096",,"270,147",,"-22,433",,"-700,446",,"-244,646",
藥華醫,6446,"-607,084","-377,629","-166,985","-853,201","-568,340","-365,628","-150,304","-853,106","-602,937","-414,454",,"-593,150",,"-174,698",,"-256,008",,,
鈺邦,6449,"131,258","80,057","28,754","207,910","152,831","84,899","45,782","203,034","144,965","95,546","52,260","117,701",,"36,926",,"76,113",,"24,521",
訊芯-KY,6451,"709,026","543,247","215,624","1,100,892","772,171","418,137","231,842","923,836","570,746","337,609","132,567","849,538",,,,"856,231",,,
康友-KY,6452,"655,449","439,548","222,497","1,030,283","686,792","429,483","204,511","765,645","561,613","362,520","190,628","608,069","410,669","263,130",,"506,492",,,
GIS-KY,6456,"1,278,740","291,544","353,054","2,211,397","1,091,475","135,319","37,360","1,335,272","784,699","242,724","97,169","2,304,270","1,868,431",,,"383,618",,,
紘康,6457,"37,049","22,468","9,297","64,971","53,319","29,449","10,988","43,480","33,249","16,633","4,769","32,549",,,,"36,289",,,
神盾,6462,"-65,646","-86,983","-55,708","-89,590","-25,100","-70,687","-34,733","-230,159","-161,257","-92,943","-36,498","-72,297",,,,"-203,777",,,
台數科,6464,"592,852","407,796","203,616","857,847","710,854","485,097","256,185","942,786","751,971","489,555",,"848,923",,,,"1,022,425",,,
威潤,6465,"44,106","37,982","16,652","69,347","45,919","26,841","14,254","50,653","31,300","18,853",,"42,587",,"21,633",,"17,335",,,
大樹,6469,"65,891","39,669","20,267","77,466","42,096","22,761","6,585","95,854",,"40,020",,"68,077",,"28,019",,"33,790",,,
宇智,6470,"92,842","63,001","25,774","162,138","131,747","63,046","40,639","129,633","74,244","42,835","15,493","54,650",,,,"-3,595",,,
安集,6477,"-58,901","7,702","4,145","85,664","65,682","32,716","14,221","122,177",,"34,013",,"70,150",,"22,161",,"-24,034",,,
弘煜科,6482,"17,324","15,389","8,467","41,220","34,878","25,297","7,130","20,188",,"13,963",,"35,283",,,,"10,334",,,
點序,6485,"126,485","91,171","42,109","107,004","75,044","36,429","13,228","118,169",,"64,078",,"63,896",,"13,418",,"7,178",,,
互動,6486,"87,338","56,633","24,417","150,946","61,985","52,856","43,760","202,610",,"67,169",,"171,003",,"34,140",,"120,789",,,
環球晶,6488,"1,109,103","739,645","287,490","2,044,193","1,581,727","987,455","475,796","2,095,432","1,550,475","973,908","544,128","1,975,927",,,,"980,346",,,
九齊,6494,"66,630","49,779","12,178","55,935","43,878","19,099","-4,224","64,719",,"38,297",,"60,569",,"34,655",,"42,050",,,
科懋,6496,"124,391","54,567","23,001","143,317","105,909","70,212","35,452","153,934",,"69,994",,"144,604",,"87,343",,"150,343",,,
益安,6499,"-148,793","-94,407","-49,208","-176,247","-115,336","-70,655","-30,053","-85,980",,"-30,770",,"-46,512",,,,,,,
南六,6504,"400,956","254,556","116,710","581,431","442,295","310,063","150,792","420,152","302,827","205,480","97,085","376,787","263,802","140,160","63,097","196,996","136,419","95,477",
台塑化,6505,"52,968,128","36,281,649","10,447,660","47,306,857","34,781,503","25,814,777","1,122,927","9,070,230","22,070,733","15,259,667","8,782,671","26,859,301","20,127,800","10,172,679","9,587,289","2,721,123","791,171","-8,813,432","4,291,102"
雙邦,6506,"170,097","142,189","86,454","112,735","95,445","88,941","42,622","70,757","70,492","66,448","29,666","45,897","42,640","37,346","13,873","21,230","32,783","39,540","27,152"
惠光,6508,"133,655","102,224","51,138","164,694","151,271","106,737","46,607","240,059","200,327","148,447","71,534","169,253","136,423","99,774","44,420","149,695","140,959","116,840","51,689"
聚和,6509,"65,636","70,917","38,032","160,013","128,076","79,008","44,792","70,862","46,047","27,533","5,282","123,583","125,404","75,284","35,106","81,941","71,720","44,568","4,959"
精測,6510,"466,364","263,187","110,801","413,483","297,000","156,450","69,971","196,419",,"47,757",,"55,950",,"21,967",,"39,940",,,
啟發電,6512,"51,772","37,942","23,358","78,728","49,070","23,794",,"108,920",,"37,529",,"61,464",,"22,536",,"73,897",,,
芮特-KY,6514,"21,301","10,917",871,"71,006","63,559","28,939","15,362","-34,781","-28,921",,,"42,775",,,,"55,301",,,
達爾膚,6523,"213,131","140,522","67,019","228,390","136,917","56,569","37,635","239,244",,,,"188,751",,,,"178,146",,,
捷敏-KY,6525,"386,258","271,848","135,036","544,081","363,539","215,864","102,508","457,824","392,380","245,629",,"210,363",,,,,,,
愛普,6531,"194,058","187,800","127,416","465,596","293,981","129,967",,"615,191",,,,"579,344",,,,"324,548",,,
瑞耘,6532,"17,623","8,659","5,767","55,786","44,861","28,429",,"40,797",,,,"6,227",,,,"-12,932",,,
順藥,6535,"-170,759","-96,522","-52,951","-235,495","-202,243","-101,327",,"-157,262",,,,"-56,538",,,,"59,621",,,
倉和,6538,"96,499","87,890","54,066","233,370","139,066","88,774",,"212,994",,,,"213,568",,,,"190,085",,,
隆中,6542,"90,710","75,260","46,266","58,236","2,789","-51,859",,"10,442",,,,"-31,984",,,,"-10,730",,,
長華科,6548,"34,296","27,857","19,963","58,508","34,751","17,187",,"62,644",,,,"21,532",,,,"-17,684",,,
中美冠科-KY,6554,"95,824","10,737","-33,471","96,659","6,235","38,144","-30,565","-277,097",,"-80,278",,"-363,106",,,,,,,
醫揚,6569,"93,000","63,811","23,274","119,327","92,076","51,183",,"84,345",,,,"44,304",,,,"27,935",,,
富強鑫,6603,"92,007","73,642","42,633","39,035","45,953","33,868","23,599","90,662","44,845","6,062","4,216","48,713","53,635","18,032","10,046","32,595","48,735","31,024","10,152"
帝寶,6605,"752,002","637,562","408,251","1,550,370","1,186,409","555,515","286,840","1,656,644","1,156,062","755,260","429,924","1,331,419","955,360","733,874","388,898","1,033,107","764,408","511,943","304,138"
瀧澤科,6609,"28,774","28,543","12,239","195,716","147,535","57,403","28,142","304,774","241,409","152,929","84,221","206,051","143,881","71,400","19,095","131,438","105,477","71,680","24,816"
興航,6702,"-2,216,777","-1,258,942","-438,628","-1,156,141","-483,722","-279,143","-61,146","304,911","292,336","158,307","49,618","133,010","-82,630","-186,300","-129,458","100,533","153,209","45,539","-21,388"
崑鼎,6803,"1,246,689","934,533","696,159","838,559","675,960","427,906","194,562","796,686","630,266","392,652","177,789","728,819","592,602","375,583","166,376","711,300","557,433","326,247","142,283"
邑錡,7402,"18,518","11,291","4,821","36,321","27,898","19,226","10,137","25,694",,"2,913",,"6,101",,"-3,117",,"3,603",,,
台通,8011,"-34,440","-35,583","-18,378","-78,282","-74,749","3,608","15,826","21,768","49,812","85,876","79,519","116,530","89,451","62,419","12,541","179,891","125,933","56,160","23,317"
矽創,8016,"796,433","478,512","242,994","845,829","592,850","350,787","197,709","718,574","481,557","285,978","139,402","393,390","263,119","155,159","73,636","323,175","245,874","160,368","64,645"
尖點,8021,"179,666","102,583","51,765","390,210","273,878","156,395","74,048","372,997","256,987","141,658","61,400","271,959","213,161","134,966","57,253","274,351","175,744","92,382","42,595"
佑華,8024,"5,673","5,354","-13,481","8,329","4,460","3,807","-4,609","46,261","30,744","27,446","8,097","27,568","27,389","18,350","-7,346","16,709","24,312","13,110","-13,502"
鈦昇,8027,"-94,091","-73,813","-57,574","2,732","18,777","9,031","16,788","116,880","82,594","10,039","-11,421","25,156",,"26,412",,"80,198",,"53,575",
光菱,8032,"84,489","57,439","26,847","133,930","106,922","46,974","19,366","195,401","147,827","112,211","53,284","212,681","175,901","123,724","57,584","115,904","88,758","48,849","14,216"
雷虎,8033,"-59,548","-31,963",492,"-193,708","-80,144","-44,363","-70,834","-177,421","-125,261","-69,030","-44,143","8,639","-110,301","-83,981","-51,721","-167,140","-97,040","-68,697","-33,327"
榮群,8034,"-30,303","-24,987","-10,620","-12,832","-9,234","-8,842","-2,558","-5,854","-17,665","-7,539","4,372","-13,666","-7,948","-8,619","-15,056","-27,469","-15,643","-13,824","-4,538"
長園科,8038,"-28,698","4,455",769,"-84,112","-74,990","-71,965","-34,548","-136,380","-100,633","-61,778","-25,928","-70,047","-47,637","-35,443","-19,271","-27,408",,"13,054",
台虹,8039,"365,467","236,665","111,177","707,308","585,021","282,816","128,868","884,979","698,549","408,908","174,877","1,025,446","736,279","414,487","169,231","604,451","478,281","326,218","128,863"
九暘,8040,"-50,853","-6,016","-3,372","-69,727","-63,873","-42,493","-19,231","-94,231","-77,065","-51,096","-22,793","-76,132","-57,435","-31,963","-18,983","-41,645","-41,543","-16,175","3,222"
金山電,8042,"435,384","237,704","128,770","429,583","267,392","184,935","105,981","501,052","398,261","264,463","111,693","538,602","400,352","248,583","110,439","512,057","367,240","225,827","110,633"
蜜望實,8043,"82,817","73,640","30,623","128,936","107,733","23,529","18,801","157,091","100,581","62,916","61,521","171,305","148,907","84,867","64,870","122,900","75,575","53,925","10,322"
網家,8044,"666,252","481,950","291,522","852,584","615,535","411,194","237,720","761,945","549,808","354,758","186,523","547,510","390,715","253,252","126,125","426,727","298,620","206,130","113,259"
南電,8046,"-1,471,097","-552,106","-321,651","862,481","964,794","531,690","563,431","1,615,303","1,328,759","845,700","10,172","-836,215","-652,545","-587,475","-384,460","-2,063,882","-764,647","-341,856","12,860"
星雲,8047,"16,794","2,533","-3,762","27,050","22,529","19,915","11,740","38,004","34,461","27,169","8,982","33,689","18,801","12,860",379,"26,063","26,264","8,779","-1,033"
德勝,8048,"91,886","68,984","35,694","181,433","149,798","72,492","22,077","103,691","66,398","44,418","29,029","60,601","38,303","23,019","9,017","34,537","28,857","22,172","10,369"
晶采,8049,"125,812","94,464","33,504","140,081","107,029","56,027","24,218","79,403","54,586","46,307","25,571","62,549","39,469","35,319","8,108","-87,524","-29,845","-25,510","-19,153"
廣積,8050,"545,114","376,558","166,301","499,506","374,641","206,740","146,478","418,829","295,942","206,905","89,937","257,573","184,037","106,145","61,083","277,791","219,246","152,149","61,816"
安國,8054,"31,567","45,179","-16,985","9,755","7,701","4,066","10,541","72,834","57,806","47,061","48,126","154,520","63,800","41,887","10,603","181,154","173,720","134,234","92,018"
凱碩,8059,446,67,"20,139","100,644","96,146","78,583","41,366","141,498","117,779","84,440","41,030","-9,449","-12,685","-17,039","-6,305","-63,578","-67,915","-68,306","-34,023"
東捷,8064,"52,470","-12,539","-18,235","65,720","40,464","20,687","13,005","334,456","260,750","146,221","68,022","190,023","146,714","67,633","37,957","-364,293","-112,533","-140,841","-94,404"
來思達,8066,"226,620","139,591","54,822","300,306","226,554","156,150","48,526","136,053","57,275","23,204","1,684","74,195","48,202","27,297","-1,722","4,053","-5,150","-2,919","-2,965"
志旭,8067,"-6,947","-3,943","-1,446","-12,785",-582,"-2,962",232,"-6,143","-12,636","-8,907","-5,300","-29,982","-18,688","-13,448",-586,"-16,779","5,877","4,084","-8,400"
全達,8068,"51,962","15,191","-1,422","10,019","6,604","6,728","2,107","19,710","8,418",702,-90,"-28,467","-27,319","-18,070","-11,510","-49,985","-44,176","-25,274","-14,348"
元太,8069,"1,053,088","543,147","-263,353","567,605","-247,934","-1,057,734","-1,171,804","54,209","-799,717","-886,603","-979,988","-36,009","-1,087,468","-1,731,223","-584,616","-1,083,637","-2,093,282","-1,726,733","-837,861"
長華,8070,"709,479","548,704","461,490","1,174,731","955,294","904,008","223,658","292,341","118,660","129,693","109,313","495,463","460,938","285,510","180,182","708,310","422,186","204,427","93,191"
能率豐,8071,"-13,112","-4,514","-17,343","4,636","9,608","25,645","31,456","21,126","14,556","8,950","11,335","99,177","84,352","63,416","9,607","63,227","46,994","31,021","51,912"
陞泰,8072,"42,688","35,633","16,840","146,372","128,097","67,225","27,903","290,942","207,519","141,330","87,856","516,317","499,896","340,273","165,807","738,657","614,849","399,547","179,083"
鉅橡,8074,"116,677","78,164","36,278","147,813","108,337","60,285","25,718","110,606","74,307","40,600","21,213","108,386","67,899","31,078","9,544","77,225","58,912","36,625","12,975"
伍豐,8076,"176,945","85,344","15,911","201,078","148,828","64,504","32,879","333,085","251,889","115,008","42,028","223,382","108,597","38,155","3,970","167,399","125,327","106,798","74,635"
洛碁,8077,"-63,587","-44,240","-8,406","-11,635","1,817","14,325","12,729","13,279","10,035","14,652","13,793","-51,277","-46,111","-48,783","-24,124","-185,543","-142,217","-96,319","-48,545"
奧斯特,8080,"-27,028","-8,392","-21,686","-141,067","-72,208","-37,967","-15,021","-24,511","-16,896","-15,173","-5,567","43,301","53,984","-13,602","-7,604",711,"-15,239","-5,339","-3,431"
致新,8081,"269,173","169,187","86,538","430,732","325,673","175,158","111,171","595,286","456,047","273,723","157,762","530,338","414,565","262,750","124,170","700,006","554,863","346,537","137,209"
瑞穎,8083,"281,699","185,358","85,378","311,707","243,472","157,545","83,493","307,576","233,572","149,004","75,809","203,940","156,043","100,589","48,396","156,646","125,315","83,189","38,106"
巨虹,8084,"4,963","3,145","-11,301","-28,177","-78,737","-49,523","-29,510","15,558","-3,851","-10,230","3,767","21,732","15,856","22,447","13,617","-9,460","-13,488","1,273","3,736"
福華,8085,"137,045","-76,183","-56,979","-184,971","-110,312","-82,762","-18,550","10,779","36,076","31,348","3,419","-314,229","-221,761","-135,856","-40,016","-373,798","-222,985","-133,055","-54,705"
宏捷科,8086,"334,820","310,420","191,745","1,087,990","815,695","501,205","236,457","374,692","142,352","22,930","-17,958","-74,099","-49,712","-6,040","-19,990","5,074","31,401","16,695","-4,485"
