company name,index,2016Q3,2016Q2,2016Q1,2015Q4,2015Q3,2015Q2,2015Q1,2014Q4,2014Q3,2014Q2,2014Q1,2013Q4,2013Q3,2013Q2,2013Q1,2012Q4,2012Q3,2012Q2,2012Q1
台泥,1101,"6,086,680","2,803,459","94,527","6,925,626","4,691,790","3,702,363","974,518","16,583,876","12,554,416","7,619,930","2,791,235","15,118,683","11,146,391","5,801,729","1,999,624","9,957,560","7,560,173","4,909,537","2,032,641"
亞泥,1102,"2,701,980","1,531,817","194,459","4,934,483","4,406,554","4,576,251","1,542,288","10,905,998","8,239,271","5,878,672","1,683,231","12,164,319","7,186,045","5,177,191","1,377,467","6,937,248","5,248,199","4,297,198","1,757,228"
嘉泥,1103,"-103,717","-252,401","-188,985","213,321","-384,582","-67,606","-183,290","53,788","191,436","11,588","-34,204","1,289,927","192,982","14,542","59,637","-684,184","-691,839","18,563","207,198"
環泥,1104,"1,202,080","852,027","342,983","1,383,108","909,732","611,669","261,837","1,384,455","1,043,688","685,864","240,829","1,118,979","758,997","520,465","183,441","714,934","593,966","413,418","146,032"
幸福,1108,"273,547","194,764","104,371","462,763","399,494","308,860","155,005","367,067","296,111","218,918","68,510","162,817","159,109","106,093","63,869","174,181","159,564","139,108","120,150"
信大,1109,"76,467","43,960","-33,204","-57,407","-101,495","-29,225","1,507","336,764","275,242","252,234","107,003","322,700","120,940","106,789","35,090","58,460","-23,860","8,924","12,611"
東泥,1110,"226,593","235,320","216,613","144,466","122,288","60,897","35,987","142,301","168,209","104,762","68,173","146,860","187,280","78,248","61,097","69,324","162,590","97,899","89,646"
味全,1201,"-409,728","-442,828","-82,461","-2,193,589","-1,409,996","-605,977","-329,252","-385,493","288,189","373,873","236,328","703,950","703,896","456,785","247,114","580,149","555,145","357,868","219,085"
味王,1203,"423,616","254,714","122,961","459,738","471,904","316,442","203,231","361,118","267,312","218,850","127,870","363,223","335,388","212,577","120,200","148,303","86,017","54,139","-15,473"
大成,1210,"1,989,195","1,244,273","597,271","486,215","619,826","229,104","89,692","999,577","1,293,169","750,828","367,411","2,256,640","650,130","227,044","291,215","1,107,285","1,015,233","637,368","419,378"
大飲,1213,"19,142","12,135","4,984","16,511","29,575","11,316","11,069","11,509","18,317","3,517","3,780","16,434","24,707","3,688","8,902","11,438","20,189","2,553","7,613"
卜蜂,1215,"867,188","558,577","260,953","721,086","490,386","287,105","178,703","808,247","570,312","392,578","206,612","451,728","241,541","77,133","68,825","304,822","219,828","46,549","10,028"
統一,1216,"19,827,173","13,576,783","6,398,071","21,593,165","19,357,662","13,535,823","6,616,277","18,210,347","14,945,483","11,404,458","6,536,262","20,739,962","17,377,739","10,858,705","5,750,194","18,474,714","14,784,958","9,077,462","4,486,300"
愛之味,1217,"-52,251","-84,022","-32,326","59,728","97,190","-129,258","-76,615","-409,222","-349,854","-311,832","-156,659","-59,987","-75,779","7,628","12,780","57,366","77,476","15,373","1,102"
泰山,1218,"274,059","130,683","53,065","123,951","79,262","-22,327","-9,727","69,895","74,915","2,625","24,056","-119,327","73,278","16,976",-892,"-208,400","129,945","-22,746","-68,860"
福壽,1219,"52,548","46,414","26,721","62,419","26,565","11,866","18,988","126,263","52,899","51,975","43,411","23,887","-43,402","-48,917","-34,655","-63,708","35,202","-15,539","-33,129"
台榮,1220,"123,013","96,941","38,904","107,121","80,261","14,560","-3,834","41,867","49,178","38,359","23,778","40,442","64,763","21,202","32,045","148,537","126,053","66,065","36,443"
福懋油,1225,"347,692","234,941","114,629","591,335","108,679","45,142","32,442","61,189","-14,862","43,671","39,375","72,634","39,120","44,404","24,293","44,473","96,837","2,720","-13,864"
佳格,1227,"1,922,047","1,301,258","878,890","2,752,467","2,151,641","1,298,150","918,848","2,090,360","1,571,579","869,175","542,165","1,862,855","1,440,286","1,035,325","699,669","2,243,217","1,596,288","1,009,063","623,268"
聯華,1229,"1,635,374","922,815","339,308","1,407,994","1,320,958","997,703","282,478","1,688,479","1,535,500","1,117,932","660,832","1,322,356","968,123","558,300","229,649","1,555,699","1,127,885","839,480","216,783"
聯華食,1231,"319,243","201,083","125,901","358,694","248,703","129,251","97,983","222,430","96,007","42,644","26,702","339,182","218,897","159,566","111,496","366,495","288,949","173,859","78,474"
大統益,1232,"641,816","449,033","176,742","921,298","699,335","422,729","243,960","994,929","590,068","438,681","290,656","713,668","502,731","397,305","212,608","448,836","427,196","292,065","121,865"
天仁,1233,"124,388","93,349","50,633","209,277","136,964","93,137","60,119","231,846","184,521","134,277","84,577","230,577","183,667","119,622","68,672","233,223","202,976","132,951","66,615"
黑松,1234,"999,539","763,452","88,077","620,310","567,168","276,123","123,028","394,958","313,833","118,406","64,286","312,119","-177,160","-416,140","102,664","8,113,524","359,942","161,325","57,812"
興泰,1235,"266,727","139,476","83,417","46,937","23,584","-32,347",-192,"51,449","136,488","63,483","27,712","-46,024","-39,049","-49,509","-34,836","12,936","19,295","-38,101","-9,838"
宏亞,1236,"8,429","-8,018","32,507","101,818","58,042","48,034","73,060","167,464","128,644","117,183","23,243","136,168","52,687","50,005","62,845","138,932","6,233","-44,581","-4,364"
鮮活果汁-KY,1256,"206,446","112,378","39,253","208,451","198,438","130,610","47,510","243,890","211,448","132,043","56,727","216,752","178,466","106,588","45,783","93,682","71,498","35,355","12,601"
其祥-KY,1258,"137,468","76,816","40,700","126,945","116,411","66,252","30,032","92,872","66,509","50,482","24,932","57,777","36,642","23,849","11,762","80,403","55,073","44,199","26,004"
安心,1259,"136,325","85,492","25,979","86,328","78,304","34,153","15,952","45,089","55,247","24,660","3,630","23,772","25,616","13,073",690,"35,350","33,281","21,541","18,913"
綠悅-KY,1262,"1,290,633","847,700","393,511","1,560,212","1,152,679","747,539","349,545","1,538,077","1,020,020","684,036","351,341","1,131,852","793,023","496,319","226,861","953,592",,,
德麥,1264,"366,576","239,589","121,897","435,058","315,743","216,158","116,362","362,367","230,277","147,465","74,249","287,839","210,917","139,455",,"241,084",,,
台塑,1301,"27,336,741","15,941,360","5,712,824","30,877,269","25,034,871","14,504,792","3,643,685","17,874,892","18,406,002","10,918,254","7,182,974","20,715,841","15,086,924","8,602,830","5,500,227","14,662,520","11,767,620","3,659,775","4,846,311"
南亞,1303,"21,743,755","13,593,961","5,290,566","36,081,704","30,906,327","20,727,888","8,169,341","32,773,254","29,334,834","19,701,610","9,364,725","25,063,700","18,696,566","10,690,186","6,938,975","3,593,287","2,669,046","-1,955,489","1,054,247"
台聚,1304,"1,772,904","1,282,178","446,718","1,537,106","1,146,663","1,086,492","391,412","628,676","706,813","394,282","181,448","1,690,754","1,383,387","1,033,521","629,931","2,733,994","2,700,368","1,939,215","1,088,143"
華夏,1305,"917,343","616,248","191,844","812,418","521,713","438,506","169,793","122,395","184,301","136,645","161,904","814,836","659,585","519,363","352,668","910,631","760,964","525,880","360,089"
三芳,1307,"939,849","637,368","383,314","1,101,578","839,168","504,265","284,407","969,759","722,756","499,773","264,750","798,829","552,814","364,306","220,310","707,397","512,520","331,579","176,282"
亞聚,1308,"444,737","295,859","96,014","531,557","405,445","301,199","121,311","499,933","418,462","267,681","105,176","536,855","415,413","288,769","130,712","618,262","638,578","426,159","248,094"
台達化,1309,"17,989","63,307","49,775","67,525","91,067","272,392","82,198","-631,186","-404,596","-292,698","-212,860","17,383","96,870","104,985","52,361","-63,747","-71,755","-149,361","72,861"
台苯,1310,"975,515","587,076","395,950","573,454","555,923","507,220","29,497","-50,960","224,581","314,749","12,997","1,018,643","776,867","239,664","25,820","-484,658","-415,363","-439,933","-106,195"
國喬,1312,"1,607,548","978,004","600,518","1,652,077","1,455,063","1,245,108","326,806","490,681","521,511","272,572","156,209","2,161,270","1,550,514","828,409","217,806","1,889,355","1,718,145","1,401,702","184,728"
聯成,1313,"595,076","336,220","32,178","-172,472","316,212","561,851","87,486","-243,902","52,867","-112,638","-161,670","593,028","453,882","153,431","169,177","1,199,841","1,110,523","454,764","432,067"
中石化,1314,"-1,433,320","-1,421,342","-721,949","82,770","142,086","531,057","182,950","294,532","1,352,153","1,621,044","-210,817","5,245,067","-1,184,840","-873,185","-257,670","1,405,326","2,027,329","2,429,747","1,931,522"
達新,1315,"214,380","41,861","30,558","244,876","205,384","25,867","3,081","225,570","157,990","14,057","-3,091","170,604","157,999","55,250","4,765","153,799","182,714","14,329","10,723"
上曜,1316,"-80,541","-61,329","-31,888","-122,367","-88,476","-61,564","-49,079","-35,467","-131,643","-83,562","-33,865","-210,246","-135,976","-79,402","-28,385","-135,158","-67,415","-42,647","-29,496"
東陽,1319,"1,731,913","1,162,882","635,667","1,730,936","1,047,838","565,317","430,698","952,523","914,514","673,033","404,685","1,398,615","1,093,309","743,512","334,919","858,281","693,479","463,146","314,901"
大洋,1321,"52,547","18,487","3,533","37,129","71,351","27,607","4,225","-145,025","-91,082","-26,302","1,446","13,209","40,769","8,814","1,384","-127,350","-83,554","-68,815",-593
永裕,1323,"263,665","160,695","74,185","295,992","200,214","114,742","59,328","349,629","247,607","148,138","76,127","302,923","221,288","146,085","65,827","229,103","167,701","112,459","55,102"
地球,1324,"49,569","38,942","17,404","57,840","42,976","21,794","6,902","43,053","36,160","25,026","15,150","43,504","34,270","26,674","14,079","37,575","21,108","5,689","4,000"
恒大,1325,"75,456","65,850","35,031","98,244","69,570","35,597","18,239","56,620","26,333","16,296","20,977","71,674","50,071","39,604","25,156","72,684","50,734","31,102","21,816"
台化,1326,"38,877,342","22,124,269","7,819,137","31,617,547","24,503,738","15,532,015","2,057,091","14,019,220","19,280,542","10,542,622","6,316,423","26,678,524","22,893,267","13,125,149","8,533,076","8,246,905","4,387,510","-2,328,160","3,394,906"
恩得利,1333,"-31,311","-28,389","-21,129","-34,052","-1,084","-2,714","4,098","-98,683","-74,064","-79,888","-69,055","-25,005","10,727","23,762","8,393","-61,135","-57,596","-61,648","-39,058"
台翰,1336,"-127,338","-86,083","-27,456","-149,080","-128,547","-94,573","-34,215","-39,752","31,652","29,451","21,487","6,247","-19,066","-6,494","5,834","-51,244","-52,334","-41,845","-4,522"
再生-KY,1337,"389,258","256,050","113,708","390,463","213,439","101,630","68,099","1,133,135","916,702","634,955","305,947","1,287,222","1,057,801","607,720","230,132","1,500,952","1,160,674","745,618","316,376"
廣華-KY,1338,"447,135","312,773","180,001","753,334","553,739","373,373","182,322","633,344","442,424","294,419","126,583","460,142","266,604","141,924","51,008","316,761","307,358","215,312","90,630"
昭輝,1339,"117,471","99,420","51,077","348,631","241,547","126,592","73,358","301,332","214,038","151,550","82,633","219,488","150,069","118,986","70,210","168,527","114,032","72,538","37,777"
勝悅-KY,1340,"696,330","445,798","173,201","862,813","639,473","375,319","153,403","934,256","661,454","417,185","189,937","701,379","495,146","291,243","134,218","530,463",,,
遠東新,1402,"9,228,908","6,078,148","2,566,862","14,686,369","12,571,397","10,192,585","4,626,504","17,007,972","14,458,101","9,960,801","3,547,289","20,941,969","14,469,328","9,663,806","3,618,306","14,988,716","12,268,288","9,551,617","4,790,003"
新纖,1409,"660,434","418,510","193,888","813,749","970,074","349,530","224,192","1,722,988","1,553,284","1,114,366","695,741","1,683,740","1,408,153","870,910","307,862","1,420,329","1,109,694","649,262","360,628"
南染,1410,"94,656","68,358","31,915","128,695","100,229","64,250","23,923","111,631","83,114","42,633","16,175","101,751","78,609","49,186","19,526","123,082","99,476","61,423","15,211"
宏洲,1413,"-42,083","-18,511","-3,319","3,359","-28,642","7,489","-32,724","-247,175","-171,388","-71,838","-48,839","-297,968","-210,810","-190,491","-71,515","-270,517","-117,969","-74,730","-70,876"
東和,1414,"-7,696","-5,861","-4,234","7,218","-8,405","-20,652","-16,421","45,869","19,571","29,607","21,316","136,272","114,566","86,961","32,362","91,415","68,021","39,166","26,600"
廣豐,1416,"1,277,334","1,136,799","385,038","-35,325","28,422","99,475","155,538","480,575","222,460","42,593","-41,978","63,546","-117,902","-74,784","-9,898","1,103,870","913,205","946,585","3,179"
嘉裕,1417,"-115,717","-26,788","-121,473","-384,603","-312,525","-183,136","-93,089","29,101","5,269","70,779","85,839","16,629","-96,608","-66,932","-9,910","169,486","157,331","154,752","111,593"
東華,1418,"-115,145","-56,251","-26,097","-180,081","-110,850","-88,138","-61,834","-160,165","-96,278","-52,539","-41,899","-122,369","-94,137","-65,167","-24,914","-194,275","-172,775","-77,104","35,223"
新紡,1419,"135,188","-27,177","-16,025","111,415","131,133","-47,246","-25,483","104,282","142,958","62,516","-11,751","164,396","175,024","113,453","-12,931","175,819","167,258","20,085","8,808"
利華,1423,"12,777","9,300","4,887","-36,010","-19,125","-2,334","-18,412","-74,649","-65,126","-44,645","-41,466","-3,727","-25,782","-16,528","21,160","-99,247","-91,481","-27,829","25,533"
大魯閣,1432,"-137,399","30,920","89,289","-137,939","-41,513","-35,980","-79,840","-145,804","-60,947","-107,404","-60,630","-113,973","-75,843","-62,821","-58,305","577,590","-64,487","-54,031","-42,747"
福懋,1434,"3,377,743","1,238,867","730,154","3,223,952","2,506,968","1,384,993","615,954","3,819,675","3,048,694","1,403,349","590,520","2,176,976","1,654,478","1,215,145","525,971","2,516,675","2,334,494","1,160,257","476,006"
中福,1435,"-6,511","-6,540","-6,163","-3,617",632,38,723,"-1,655",985,12,3,"-11,247","-2,471","-2,933","-1,219","1,028","9,722","13,728",-943
華友聯,1436,"35,407","16,491","-22,318","-38,046","-43,011","-29,156","-7,168","321,082","287,195","217,418","1,976","-11,041","-16,624","-11,620","-3,123","-171,852","-179,290","-222,829","-2,215"
勤益控,1437,"391,864","331,592","61,674","52,543","73,094","51,171","34,610","216,191","207,243","193,020","97,146","-594,462","-140,348","-56,314","-37,950","9,430","-37,595","-8,294","-11,429"
裕豐,1438,"-3,556","-2,509","-1,422","10,982","15,664","11,361","13,088","3,646","-3,071","-2,077",-806,"29,764","22,656","16,750","3,374","12,649","16,152","6,846","-1,745"
中和,1439,"-1,697","-5,621","-3,326",638,628,453,197,769,"-1,750","-3,973","-2,718","1,635","1,842","1,759","2,636","-8,371","-6,024","-5,593","2,268"
南紡,1440,"372,092","180,475","11,076","1,152,213","949,390","595,168","190,808","378,889","343,840","224,872","106,415","1,196,961","1,038,895","726,431","332,155","653,024","364,248","181,465","-74,934"
大東,1441,"-162,527","-94,232","-26,237","-83,579","-59,292","-40,890","-32,991","-194,550","-107,362","-46,724","-15,939","-12,204","-11,095","6,242","5,823","8,048","-24,217","-3,640","-17,198"
名軒,1442,"541,806","127,564","8,212","562,658","440,801","344,194","37,761","415,104","270,987","223,307","126,044","1,302,208","1,259,967","994,606","318,438","317,225","269,521","247,888","143,966"
立益,1443,"-250,572","-181,374","-131,077","-205,413","-121,456","-130,426","-93,580","-238,481","-353,059","-167,749","-74,145","-174,918","-108,931","-39,715","-8,265","-308,615","-207,431","-173,182","-68,992"
力麗,1444,"-140,825","57,693","-6,394","408,860","346,355","204,119","89,423","231,939","164,086","71,661","105,859","695,577","634,714","345,002","199,992","760,214","552,598","-152,529","509,254"
大宇,1445,"53,790","39,996","13,304","89,661","70,721","40,705","16,507","29,064","21,992","20,595","10,779","65,288","58,528","40,813","17,549","23,275","23,042","19,627","9,099"
宏和,1446,"50,904","16,568","2,742","-38,203",-521,895,"5,107","13,270","17,833","19,741","15,380","-11,436","4,891","15,396","12,310","-28,945","-7,906","8,963","27,747"
力鵬,1447,"-290,062","-124,575","-190,719","46,190","107,148","26,154","-113,866","347,282","375,698","170,365","224,226","1,072,042","843,599","565,163","346,586","25,185","-243,546","-525,226","253,491"
佳和,1449,"-178,744","-162,074","-110,848","-270,738","-258,261","-192,306","-68,561","-6,201","-195,532","-137,395","-99,797","-134,459","-131,053","-64,231","-57,969","-367,309","-313,674","-55,104","-18,500"
年興,1451,"607,465","442,331","233,517","671,924","417,927","93,418","47,048","693,221","561,970","409,964","255,002","788,513","627,318","401,590","148,884","756,188","730,178","578,452","316,443"
宏益,1452,"141,513","78,477","38,445","370,781","334,720","243,849","87,614","173,731","126,485","78,444","38,935","136,958","79,632","49,595","29,317","87,755","87,572","40,494","32,751"
大將,1453,-839,-107,"5,457","54,234","62,616","71,778","-16,678","-46,871","-32,701","-21,089","-4,107","19,306","-7,256","4,510","-2,067","117,602","40,041","-5,939","-11,158"
台富,1454,"47,646","35,970","7,976","104,844","89,050","63,609","25,870","68,544","49,809","20,967","6,688","36,636","34,029","20,511","2,053","-19,051","-7,424","-5,960","-14,788"
集盛,1455,"95,281","65,278","15,428","132,151","111,199","203,350","-66,885","57,318","30,064","4,964","80,050","367,330","270,231","218,471","161,128","-98,281","-143,950","-180,632","219,374"
怡華,1456,"-33,027","-29,810","-26,343","115,747","-58,115","-43,298","-22,163","-1,119,344","-1,102,026","-122,313","-33,995","15,431","-70,104","-44,279","-10,434","-251,906","-104,316","-67,161","-17,241"
宜進,1457,"66,594","76,409","40,533","530,322","490,271","505,817","114,575","102,458","144,048","114,000","22,655","182,791","81,007","4,956","2,554","75,081","98,487","112,240","38,365"
聯發,1459,"-58,940","-34,500","-20,820","231,081","248,097","205,500","88,569","177,077","143,696","37,389","12,592","176,473","31,297","-19,882","-11,143","-42,855","-49,207","-54,158","-28,282"
宏遠,1460,"308,160","201,616","117,425","451,512","268,137","176,853","110,056","373,956","218,976","142,523","77,667","229,730","144,330","121,044","75,161","580,132","586,626","581,455","540,384"
強盛,1463,"103,263","64,955","31,852","85,181","52,112","27,410","22,238","89,402","27,779","16,611","5,701","58,674","-4,229","-4,850",-681,"-49,677","-44,807","-30,703","-18,962"
得力,1464,"293,800","188,756","108,570","397,866","289,600","185,757","80,139","891,104","36,986","29,018","2,368","-39,391","-21,443","3,016",446,"62,008","6,750","9,289","2,155"
偉全,1465,"64,573","47,709","25,312","134,900","110,751","52,071","31,971","156,348","122,156","93,957","45,721","142,487","93,895","58,159","12,926","104,771","74,756","56,107","22,195"
聚隆,1466,"-82,745","-69,234","-46,557","7,963","12,090","-9,805",252,"54,005","30,122","31,096","21,053","98,279","73,428","38,426","20,189","96,152","67,751","45,993","20,621"
南緯,1467,"-1,283","-36,630","-28,523","-55,528","-8,293","-23,982","-11,110","64,171","63,309","-2,310","2,219","111,031","134,350","68,458","42,111","221,550","240,576","201,144","32,422"
昶和,1468,"-24,385","8,329","-1,256","-60,109","-42,700","-26,026","-10,604","-66,417","-41,005","-25,002","-21,701","-49,088","-65,777","-21,787","-22,278","-274,877","-205,426","-121,868","-62,943"
理隆,1469,"-34,223","-14,391","-6,190","-5,808","5,077","8,051","-10,285",-67,"7,363","3,504","-4,106","7,536","10,039","8,515","10,424","23,586","35,166","17,938","1,925"
大統染,1470,"31,334","28,566","16,313","61,101","42,765","26,030","15,266","66,367","45,693","38,134","19,918","29,300","17,896","9,663","7,274","14,777","7,532","12,246","9,550"
首利,1471,"-248,992","-159,567","-88,675","-358,584","-235,292","-190,966","-84,351","-78,640","-61,376","-65,962","-46,732","31,162","-2,551","18,228","-16,303","-293,592","-167,390","-168,189","-54,817"
三洋紡,1472,"55,274","59,600","83,386","-37,843","-19,287","-6,992","-29,935","-64,673","-47,765","-36,709","-18,549","-105,770","-89,011","-81,472","-36,323","-164,352","-87,788","-79,205","-27,688"
台南,1473,"242,687","159,281","165,304","-192,036","-140,560","-118,595","19,075","-138,549","-221,476","-120,486","-2,073","-74,641","-39,963","36,391","86,912","20,486","-80,158","-124,893","12,327"
弘裕,1474,"86,300","64,319","31,866","90,942","81,692","45,760","19,396","56,930","23,839","12,532","5,445","71,279","28,034","13,410","6,892","-78,790","-10,816","7,841","8,157"
本盟,1475,"-53,911","-25,058","-2,465","-38,112","-57,424","-48,601","-21,975","-73,242","-63,052","-43,981","-19,162","-155,250","-90,972","-48,068","-24,890","-113,643","-84,549","-55,502","-34,757"
儒鴻,1476,"2,300,518","1,454,183","653,130","4,173,780","2,977,439","1,690,068","698,150","3,004,221","2,082,928","1,216,958","658,566","2,738,737","1,949,236","1,225,961","591,523","1,792,455","1,202,515","720,333","384,907"
聚陽,1477,"1,333,328","931,980","642,665","2,176,954","1,716,898","1,081,206","642,366","1,705,587","1,300,066","839,889","488,802","1,342,254","1,047,368","679,468","386,318","1,176,591","970,645","638,818","366,729"
士電,1503,"1,086,861","700,321","385,420","1,300,551","972,130","655,166","388,126","1,333,059","1,048,418","656,016","361,263","1,225,146","897,691","521,105","286,220","999,841","879,777","627,297","330,051"
東元,1504,"3,000,575","1,975,925","790,775","3,514,116","2,851,587","1,814,611","821,563","4,402,267","3,645,194","2,519,025","951,144","4,177,256","3,165,789","2,027,172","866,177","3,211,345","2,327,044","1,319,758","594,673"
正道,1506,"14,377","11,913","7,508","32,548","31,432","9,339","5,344","7,531","6,856","-4,279","-8,694","-99,322","-44,362","-35,026","-23,671","-80,824","-4,275","7,557","5,897"
永大,1507,"1,323,604","866,837","488,863","1,878,790","1,506,845","957,892","501,965","2,054,837","1,617,790","905,533","445,609","1,729,560","1,149,807","656,037","338,042","1,552,746","1,156,527","643,312","273,937"
瑞利,1512,"-144,584","-78,969","-19,539","-152,746","-172,180","-169,005","-59,156","-228,976","-201,645","-142,483","-76,735","-115,419","-162,404","-96,237","-24,206","42,052","22,234","6,661","-34,422"
中興電,1513,"490,291","286,309","147,080","548,947","541,704","223,143","118,837","676,183","387,575","252,983","93,072","581,417","336,860","250,631","109,528","545,883","448,600","256,957","129,491"
亞力,1514,"104,418","99,128","85,038","117,888","110,580","42,444","19,917","110,897","52,068","15,288","22,855","67,998","51,859","50,983","29,044","110,243","96,113","53,092","36,346"
力山,1515,"98,382","23,501","3,762","127,919","126,900","6,616","16,619","146,083","62,805","6,988","9,596","205,876","135,581","118,684","10,961","62,464","43,948","32,248","2,055"
川飛,1516,"20,917","20,092","16,629","66,549","77,316","79,140","82,123","32,660","12,188","4,483","1,569","4,481","3,319","1,185","1,029","-84,550","-80,976","-84,597","-2,348"
利奇,1517,"34,489","18,632","4,269","153,737","139,258","74,199","10,583","265,157","202,853","120,015","72,411","393,796","244,497","140,650","63,101","295,820","192,893","109,207","41,249"
華城,1519,"245,889","131,451","-35,073","225,265","150,767","109,380","-2,906","261,462","117,891","57,599","43,106","115,444","86,391","31,889","12,602","69,197","-65,758","-88,040","-64,701"
大億,1521,"349,345","270,909","156,243","449,612","372,339","263,523","170,396","372,091","285,195","194,260","102,205","306,380","190,548","115,973","54,379","279,058","207,684","159,465","72,147"
堤維西,1522,"810,328","546,564","262,238","870,690","600,057","289,631","147,471","621,338","410,072","271,158","197,905","199,451","241,324","251,632","126,977","-116,555","-68,336","-3,198","-44,047"
耿鼎,1524,"137,834","106,667","49,578","-190,451","-254,509","-290,372","-214,132","6,567","1,544","4,415","12,784","-49,317","-3,813","11,758","3,825","-121,539","-73,934","-47,337","-19,797"
江申,1525,"388,661","257,747","131,280","437,216","271,375","176,856","90,863","319,590","233,023","149,278","72,957","297,441","212,025","114,082","49,001","307,164","241,679","176,077","84,658"
日馳,1526,"53,615","49,704","11,075","72,685","72,190","23,811","4,484","54,335","38,284","26,267","12,727","35,005","25,492","19,180","9,351","14,222","9,105","4,853",669
鑽全,1527,"548,862","524,536","170,961","995,371","721,020","76,603","48,629","967,721","560,313","274,162","266,138","525,109","376,725","352,910","197,637","57,881","45,160","85,027","-82,125"
恩德,1528,"60,221","51,528","25,299","-42,090","8,563","8,014",50,"16,052","2,086","33,094","26,006","106,221","81,834","75,503","21,604","86,873","64,557","35,710","1,941"
樂士,1529,"-1,382","4,251","17,599","-216,115","-49,556","-34,417","-7,046","-66,000","-42,304","-44,077","-5,952","-83,242","-68,824","-8,465","-6,571","-255,660","-248,867","-243,544","-56,159"
亞崴,1530,"85,266","66,436","23,048","275,440","236,523","75,827","66,214","279,778","183,750","113,540","71,518","235,978","155,481","121,368","71,530","266,241","234,452","143,691","67,118"
高林股,1531,"65,698","44,669","7,501","145,279","128,925","64,932","20,497","202,050","143,609","111,292","75,975","289,420","242,494","182,190","93,431","358,220","228,683","66,506","73,830"
勤美,1532,"1,203,172","607,071","342,642","1,855,209","1,235,470","642,818","378,611","1,179,768","488,188","302,664","189,974","3,840,065","1,169,000","773,941","335,353","1,282,511","835,874","602,731","238,755"
車王電,1533,"59,023","38,188","27,306","162,715","122,311","47,194","20,716","227,974","169,443","130,846","86,053","200,281","141,188","75,890","35,597","75,092","115,051","92,457","14,928"
中宇,1535,"197,883","137,498","71,659","508,913","381,320","255,863","134,138","681,393","464,872","268,969","139,727","614,803","462,899","320,847","177,078","627,171","508,418","328,134","169,704"
和大,1536,"790,362","564,209","258,972","1,087,652","792,233","443,761","204,269","711,746","490,655","307,551","154,445","435,407","299,508","183,755","109,448","286,813","229,509","163,577","84,446"
廣隆,1537,"671,610","438,804","192,160","801,605","589,926","330,789","163,903","676,493","480,595","294,301","150,901","579,339","444,322","315,849","184,443","631,076","441,710","249,534","90,886"
正峰新,1538,"-3,306","-3,824",58,"-54,439","-14,471","-161,508","-86,971","-53,201","-14,452","19,798","24,158","-463,348","-185,691","-134,241","-86,100","-219,286","-158,965","-107,735","-46,778"
巨庭,1539,"115,979","99,987","57,905","223,284","202,682","80,085","47,145","131,358","101,492","59,671","25,926","90,380","79,314","60,617","29,460","-16,179","-14,850","-14,465","-16,508"
喬福,1540,"19,495","19,508","12,773","57,935","85,957","50,738","42,986","198,555","115,495","82,429","50,399","117,516","77,053","64,146","32,850","94,243","119,535","90,503","39,042"
錩泰,1541,"231,062","176,650","89,346","283,152","223,964","73,799","33,774","162,324","97,479","48,866","39,332","-22,759",47,"15,149","-6,366","-80,981","-31,056","-11,574","1,307"
伸興,1558,"607,984","349,674","91,106","868,605","688,361","314,000","117,991","837,310","617,083","319,765","150,335","719,179","581,371","331,537","143,743","585,243","465,591","248,967","69,324"
中砂,1560,"354,279","225,241","97,032","583,324","466,719","311,124","151,139","653,437","494,758","345,320","152,725","526,055","386,385","248,096","117,546","444,188","314,275","198,214","93,912"
精華,1565,"1,293,783","848,705","408,671","1,455,985","1,046,145","574,801","287,207","1,573,072","1,205,266","872,714","500,621","1,598,238","1,158,217","749,390","373,928","1,203,956","856,867","535,959","253,163"
捷邦,1566,"36,914","7,616",663,"155,212","52,514","17,819","6,559","11,738","-8,357","-36,761","-18,102","-3,125","22,562","8,666","23,683",-763,"27,025","-8,028","-17,619"
倉佑,1568,"123,341","86,271","47,471","150,463","98,844","45,546","16,080","112,428","78,909","51,365","39,651","79,023","42,634","21,480","10,142","114,112",,"59,937",
濱川,1569,"90,956","15,825","-19,897","-316,202","-350,975","-256,229","-103,800","-66,130","-52,087","-57,892","-61,949","-40,604","-48,365","2,346","4,297","124,668","119,759","110,832","61,737"
力肯,1570,"29,906","18,972","14,513","86,307","80,984","39,868","19,520","76,673","70,482","53,044","15,253","81,787","58,931","44,149","25,177",-893,"-2,432","-3,658",145
新麥,1580,"389,622","212,815","58,728","486,940","320,273","181,231","81,245","544,911","364,540","204,075","58,824","511,284","346,076","176,051","61,965","411,341","282,203","173,424","68,972"
信錦,1582,"656,860","357,096","152,747","790,738","608,589","332,565","158,984","855,859","603,314","363,435","125,972","654,915","502,461","292,725","130,527","733,367","587,998","379,150","191,351"
程泰,1583,"186,250","139,718","69,926","770,900","619,705","250,864","160,200","851,573","511,028","311,698","163,050","534,051","359,845","258,831","147,436","555,659","486,942","343,546","165,053"
精剛,1584,"2,771","1,916","-8,033","-114,283","-25,985","-1,215","-6,012","-51,793","-59,044","-50,646","-26,652","-177,921","-135,495","-102,044","-48,740","-83,020","-38,468","-5,592","4,638"
和勤,1586,"-53,829","-29,928",-91,"-12,137","-28,433","-13,554","2,699","56,010","40,702","27,136","20,067","35,644","16,803","12,654","8,044","8,015","-3,991","3,323","-12,730"
